========================================
Citation:
Pierre, JP, Dashtian, H, &amp; Young, MH. Texas Soil Observation Network (TxSON).
File Created/Processed: 2026-02-24 15:29:17
========================================
"TOA5","CR1000_6","CR1000","65795","CR1000.Std.32.05","CPU:CR1000_6_v2.CR1","12214","Hourly_met"
"TIMESTAMP","RECORD","Rain_mm_Tot","AirTC_Avg","RH","WS_ms_S_WVT","WindDir_D1_WVT","SlrW_Avg","ETos","Rso"
"TS","RN","mm","Deg C","%","meters/second","Deg","W/m^2","mm","MJ/m²"
"","","Tot","Avg","Smp","WVc","WVc","Avg","ETXs","Rso"
"2017-01-30 13:00:00",0,0,21.99,11.18,2.962,261.4,746.5,0.163,0
"2017-01-30 14:00:00",1,0,22.56,11.79,3.078,277.6,730.3,0.571,2.235
"2017-01-30 15:00:00",2,0,22.9,10.98,2.838,281.4,644.4,0.512,1.721
"2017-01-30 16:00:00",3,0,23.33,11.48,2.973,265.5,498.3,0.432,1.036
"2017-01-30 17:00:00",4,0,23.27,12.39,2.675,249.7,305,0.293,0.293
"2017-01-30 18:00:00",5,0,21.78,18.02,1.375,245.8,98,0.067,0
"2017-01-30 19:00:00",6,0,13.39,48.75,0.526,263.7,0.227,-0.011,0
"2017-01-30 20:00:00",7,0,8.75,49.25,1.31,249.9,0,0.006,0
"2017-01-30 21:00:00",8,0,7.063,54.21,1.408,229.7,0,0.006,0
"2017-01-30 22:00:00",9,0,8.52,43.58,0.956,231.7,0,0,0
"2017-01-30 23:00:00",10,0,8.23,48.23,1.175,262.2,0,0.006,0
"2017-01-31 00:00:00",11,0,7.311,45.51,1.089,233.1,0,0.003,0
"2017-01-31 01:00:00",12,0,6.916,46.69,0.906,215.2,0,-0.002,0
"2017-01-31 02:00:00",13,0,8.55,39.58,0.776,267.7,0,-0.003,0
"2017-01-31 03:00:00",14,0,8.62,38.9,1.058,267.4,0,0.005,0
"2017-01-31 04:00:00",15,0,9.41,39.57,1.656,269.6,0,0.02,0
"2017-01-31 05:00:00",16,0,7.476,49.22,1.034,249.4,0,0.003,0
"2017-01-31 06:00:00",17,0,8.25,38.7,1.409,256.7,0,0.012,0
"2017-01-31 07:00:00",18,0,9.18,42.2,1.886,265,0,0.023,0
"2017-01-31 08:00:00",19,0,8.95,38.32,2.234,270,11.55,0.077,0.566
"2017-01-31 09:00:00",20,0,13,31.56,2.684,246.7,188.2,0.18,1.297
"2017-01-31 10:00:00",21,0,16.2,28.05,3.207,232.2,396.8,0.312,1.914
"2017-01-31 11:00:00",22,0,18.69,23.76,4.183,219.5,573.8,0.45,2.343
"2017-01-31 12:00:00",23,0,20.64,20.6,4.534,216,694.6,0.549,2.545
"2017-01-31 13:00:00",24,0,22.5,18.34,4.055,205.8,748,0.598,2.5
"2017-01-31 14:00:00",25,0,23.7,17.49,3.681,215.1,731.4,0.598,2.213
"2017-01-31 15:00:00",26,0,24.1,16.25,3.695,202.5,647.1,0.554,1.708
"2017-01-31 16:00:00",27,0,24.16,17.12,3.765,202,498.8,0.467,1.031
"2017-01-31 17:00:00",28,0,23.96,17.46,3.39,200,305,0.328,0.299
"2017-01-31 18:00:00",29,0,22.46,22.21,2.398,186.3,99.3,0.103,0
"2017-01-31 19:00:00",30,0,18.57,29.03,1.124,162.4,0.793,0.018,0
"2017-01-31 20:00:00",31,0,13.75,49.63,0.789,238.3,0,-0.002,0
"2017-01-31 21:00:00",32,0,10.21,48.02,1.039,239.2,0,0,0
"2017-01-31 22:00:00",33,0,11.12,48.06,1.125,252.5,0,0.004,0
"2017-01-31 23:00:00",34,0,11.9,41.62,1.106,244.1,0,0.005,0
"2017-02-01 00:00:00",35,0,13.31,41.62,0.88,236.5,0,0,0
"2017-02-01 01:00:00",36,0,13.32,47.71,1.451,225.6,0,0.015,0
"2017-02-01 02:00:00",37,0,14.38,54.35,3.128,214.2,0,0.039,0
"2017-02-01 03:00:00",38,0,13.87,61.16,2.864,222.1,0,0.028,0
"2017-02-01 04:00:00",39,0,12.4,64.5,2.121,245.6,0,0.012,0
"2017-02-01 05:00:00",40,0,12.06,68.08,2.3,257.1,0,0.013,0
"2017-02-01 06:00:00",41,0,11.63,68.75,2.242,267.5,0,0.01,0
"2017-02-01 07:00:00",42,0,11.25,73.54,2.125,273.6,0,0.006,0
"2017-02-01 08:00:00",43,0,11.67,69.73,2.247,271.2,13.51,0.044,0.554
"2017-02-01 09:00:00",44,0,14.36,59.05,2.846,247.6,185.6,0.14,1.264
"2017-02-01 10:00:00",45,0,17.97,41.35,3.314,232,396.9,0.288,1.87
"2017-02-01 11:00:00",46,0,21.76,27.2,3.407,227,575,0.452,2.313
"2017-02-01 12:00:00",47,0,24.47,16.21,3.317,236.3,698.6,0.571,2.544
"2017-02-01 13:00:00",48,0,26.17,13.65,3.554,237,753.1,0.647,2.527
"2017-02-01 14:00:00",49,0,26.91,9.07,3.463,243.5,738.2,0.648,2.252
"2017-02-01 15:00:00",50,0,27.18,9.04,3.207,248,655.5,0.586,1.746
"2017-02-01 16:00:00",51,0,27.69,8.4,2.33,239.2,504.8,0.438,1.062
"2017-02-01 17:00:00",52,0,27.81,8.97,2.114,262.7,311.6,0.289,0.314
"2017-02-01 18:00:00",53,0,25.92,19.51,0.758,266.7,102.1,0.04,0
"2017-02-01 19:00:00",54,0,14.95,49.71,0.818,264.2,0.18,0,0
"2017-02-01 20:00:00",55,0,10,52.57,1.057,279.5,0,0.001,0
"2017-02-01 21:00:00",56,0,8.39,57.06,1.066,276.2,0,0,0
"2017-02-01 22:00:00",57,0,12.77,38.28,2.138,329.4,0.138,0.033,0
"2017-02-01 23:00:00",58,0,13.7,43.87,1.597,330.1,0,0.021,0
"2017-02-02 00:00:00",59,0,11.38,48.67,0.701,338.2,0,-0.007,0
"2017-02-02 01:00:00",60,0,8.21,68.33,0.13,199.1,0,-0.027,0
"2017-02-02 02:00:00",61,0,5.215,73.78,0.621,264,0,-0.014,0
"2017-02-02 03:00:00",62,0,3.85,83.5,0.601,244.3,0,-0.015,0
"2017-02-02 04:00:00",63,0,3.984,66.91,0.596,269.3,0,-0.014,0
"2017-02-02 05:00:00",64,0,6.088,67.37,2.024,297.8,0,0.006,0
"2017-02-02 06:00:00",65,0,5.325,69.19,1.551,297.4,0,0.001,0
"2017-02-02 07:00:00",66,0,4.509,68.11,1.262,309.5,0,-0.003,0
"2017-02-02 08:00:00",67,0,4.049,68.39,1.695,315,14.63,0.031,0.579
"2017-02-02 09:00:00",68,0,5.081,59.12,2.304,331.3,181,0.097,1.314
"2017-02-02 10:00:00",69,0,6.327,55.68,2.8,351.2,386.3,0.181,1.938
"2017-02-02 11:00:00",70,0,7.699,49.33,2.73,2.73,559.7,0.26,2.37
"2017-02-02 12:00:00",71,0,9.09,45.48,2.921,15.26,678.3,0.324,2.573
"2017-02-02 13:00:00",72,0,10.41,43.79,2.91,3.835,734.5,0.366,2.526
"2017-02-02 14:00:00",73,0,11.65,39.58,3.079,341.4,720.3,0.379,2.236
"2017-02-02 15:00:00",74,0,12.67,38.53,2.522,6.844,633.5,0.349,1.728
"2017-02-02 16:00:00",75,0,13.53,38.76,2.384,3.697,489.2,0.285,1.053
"2017-02-02 17:00:00",76,0,13.48,39,2.193,9.61,299.1,0.182,0.319
"2017-02-02 18:00:00",77,0,12.64,44.09,1.572,7.637,97.4,0.04,0
"2017-02-02 19:00:00",78,0,10.94,51.99,0.682,30.58,1.52,-0.007,0
"2017-02-02 20:00:00",79,0,8.02,64.62,0.041,28.32,0,-0.03,0
"2017-02-02 21:00:00",80,0,5.335,68.91,0.015,238.1,0,-0.028,0
"2017-02-02 22:00:00",81,0,5.898,65.48,0.787,84.6,0,-0.01,0
"2017-02-02 23:00:00",82,0,5.472,79.54,0.344,93.6,0,-0.019,0
"2017-02-03 00:00:00",83,0,5.481,74.25,0.277,86,0.317,-0.021,0
"2017-02-03 01:00:00",84,0,5.082,78.8,0.562,39.73,0,-0.015,0
"2017-02-03 02:00:00",85,0,4.664,76.91,0.58,95.8,0.047,-0.015,0
"2017-02-03 03:00:00",86,0,4.732,74.95,0.9,45.45,0.009,-0.01,0
"2017-02-03 04:00:00",87,0,4.735,72.96,1.495,37.33,0,-0.002,0
"2017-02-03 05:00:00",88,0,4.683,73.77,1.476,35.09,0,-0.003,0
"2017-02-03 06:00:00",89,0,4.632,73.7,1.586,34.99,0,-0.002,0
"2017-02-03 07:00:00",90,0,4.486,74.61,1.713,38.49,0,-0.001,0
"2017-02-03 08:00:00",91,0,4.596,73.77,1.819,43.38,5.972,0.025,0.585
"2017-02-03 09:00:00",92,0,4.989,71.81,1.723,35.16,45.99,0.042,1.318
"2017-02-03 10:00:00",93,0,5.679,68.8,1.82,31.62,103.8,0.071,1.939
"2017-02-03 11:00:00",94,0,6.142,66.2,2.222,23.11,137.4,0.091,2.371
"2017-02-03 12:00:00",95,0,6.778,63.91,2.462,33.55,226.9,0.132,2.575
"2017-02-03 13:00:00",96,0,7.33,62.69,2.57,46.03,248.1,0.144,2.529
"2017-02-03 14:00:00",97,0,7.595,61.81,2.371,45.65,181,0.12,2.24
"2017-02-03 15:00:00",98,0,7.738,60.46,2.483,41.41,170.7,0.115,1.735
"2017-02-03 16:00:00",99,0,8,61.3,2.429,39.52,168.5,0.103,1.062
"2017-02-03 17:00:00",100,0,7.679,63.6,2.496,55.82,77.43,0.045,0.328
"2017-02-03 18:00:00",101,0,7.398,63.94,2.214,53.54,24.12,0.027,0
"2017-02-03 19:00:00",102,0,7.332,64.68,2.098,58.02,0.937,0.023,0
"2017-02-03 20:00:00",103,0,7.367,65.42,2.24,64.05,0,0.023,0
"2017-02-03 21:00:00",104,0,7.094,64.48,2.195,74.33,0,0.022,0
"2017-02-03 22:00:00",105,0,6.886,64.21,1.826,78.55,0,0.02,0
"2017-02-03 23:00:00",106,0,6.884,64.82,1.683,89.1,0,0.019,0
"2017-02-04 00:00:00",107,0,6.904,65.02,1.53,98.1,0,0.018,0
"2017-02-04 01:00:00",108,0,6.965,66,1.371,107.6,0,0.016,0
"2017-02-04 02:00:00",109,0,7.082,65.42,1.01,125.4,0,0.012,0
"2017-02-04 03:00:00",110,0,7.152,69.91,1.665,140.7,0,0.018,0
"2017-02-04 04:00:00",111,0,6.91,77.06,1.847,153.2,0,0.015,0
"2017-02-04 05:00:00",112,0,6.541,85.5,1.686,158.4,0,0.009,0
"2017-02-04 06:00:00",113,0,6.366,89.2,1.317,161.5,0,0.004,0
"2017-02-04 07:00:00",114,0,6.316,93.9,0.838,143.4,0,0.005,0.047
"2017-02-04 08:00:00",115,0,6.166,95,0.303,112.2,2.976,0.003,0.584
"2017-02-04 09:00:00",116,0,6.427,95.6,0.3,130.6,35.84,0.019,1.306
"2017-02-04 10:00:00",117,0,7.157,93.7,0.712,146,69.76,0.037,1.916
"2017-02-04 11:00:00",118,0,7.877,93.3,1.235,150.5,107.8,0.057,2.34
"2017-02-04 12:00:00",119,0,8.37,92,1.421,165.8,110.8,0.059,2.538
"2017-02-04 13:00:00",120,0,8.64,92,1.639,168.4,131.4,0.07,2.494
"2017-02-04 14:00:00",121,0,9.1,90.9,1.721,158,167.2,0.087,2.207
"2017-02-04 15:00:00",122,0,9.79,91,1.791,167.1,146.6,0.077,1.706
"2017-02-04 16:00:00",123,0,10.58,91.2,1.417,183.3,89.6,0.052,1.045
"2017-02-04 17:00:00",124,0,10.54,93.3,1.442,168.6,49.53,0.015,0.33
"2017-02-04 18:00:00",125,0,10.35,95.7,1.336,185.9,21.6,0.006,0
"2017-02-04 19:00:00",126,0,10.19,96.6,1.33,184.8,0.45,0.001,0
"2017-02-04 20:00:00",127,0,10.23,96.9,1.465,188.9,0,0.001,0
"2017-02-04 21:00:00",128,0,10.62,95.9,1.878,184.4,0,0.001,0
"2017-02-04 22:00:00",129,0,11.31,95.2,2.165,193.7,0,0.002,0
"2017-02-04 23:00:00",130,0,12.3,93.3,1.385,227.5,0,0.003,0
"2017-02-05 00:00:00",131,0,13.1,94.5,4.025,205.8,0,0.007,0
"2017-02-05 01:00:00",132,0,13.49,94.9,4.634,208.3,0,0.007,0
"2017-02-05 02:00:00",133,0,14.01,93.9,4.321,215.4,0,0.006,0
"2017-02-05 03:00:00",134,0,14.04,95.9,4.932,207,0,0.006,0
"2017-02-05 04:00:00",135,0,14.44,96.2,3.98,214.8,0,0.005,0
"2017-02-05 05:00:00",136,0,15.1,92.4,2.623,239.3,0,0.005,0
"2017-02-05 06:00:00",137,0,15.39,93.3,1.416,228.7,0,0.004,0
"2017-02-05 07:00:00",138,0,15.32,93,1.043,232.8,0,0.006,0.049
"2017-02-05 08:00:00",139,0,15.37,92.6,1.368,212.5,10.25,0.014,0.573
"2017-02-05 09:00:00",140,0,16.2,81.9,2.677,216.3,126.6,0.08,1.273
"2017-02-05 10:00:00",141,0,18.61,73.08,3.666,219.1,378.4,0.228,1.869
"2017-02-05 11:00:00",142,0,20.09,67.82,5.202,213.1,551.9,0.343,2.287
"2017-02-05 12:00:00",143,0,20.79,67.18,5.079,213.4,593.6,0.381,2.483
"2017-02-05 13:00:00",144,0,21.54,66.94,4.814,208.2,703.6,0.451,2.443
"2017-02-05 14:00:00",145,0,21.81,60.27,4.705,208.4,672.8,0.442,2.167
"2017-02-05 15:00:00",146,0,22.38,58.82,4.697,204.2,628.8,0.435,1.682
"2017-02-05 16:00:00",147,0,22.86,58.11,3.514,188.6,481.6,0.346,1.035
"2017-02-05 17:00:00",148,0,22.43,62.66,3.476,181.4,297.2,0.23,0.334
"2017-02-05 18:00:00",149,0,20.72,72.47,3.012,181.1,104,0.053,0
"2017-02-05 19:00:00",150,0,18.6,80.7,2.368,187.5,1.145,0.009,0
"2017-02-05 20:00:00",151,0,17.73,86.7,1.831,187,0,-0.004,0
"2017-02-05 21:00:00",152,0,17.47,87.2,2.523,207.9,0,-0.001,0
"2017-02-05 22:00:00",153,0,17.23,89.6,2.102,200.3,0,-0.006,0
"2017-02-05 23:00:00",154,0,17.21,90.6,2.997,200.6,0,-0.003,0
"2017-02-06 00:00:00",155,0,17.59,91.5,2.887,199.1,0,-0.004,0
"2017-02-06 01:00:00",156,0,18.13,91.4,2.455,194.6,0,-0.006,0
"2017-02-06 02:00:00",157,0,18.54,91.9,3.076,195.2,0,-0.004,0
"2017-02-06 03:00:00",158,0,18.98,87.7,4.448,201.9,0,0.005,0
"2017-02-06 04:00:00",159,0,19.06,88.3,4.739,205.2,0,0.008,0
"2017-02-06 05:00:00",160,0,18.85,87.8,4.115,207.6,0,0.006,0
"2017-02-06 06:00:00",161,0,18.76,89,3.162,206.8,0,0.001,0
"2017-02-06 07:00:00",162,0,18.53,89.2,3.916,207.2,0,0.03,0.052
"2017-02-06 08:00:00",163,0,18.34,88.2,2.186,217.9,16.58,0.027,0.577
"2017-02-06 09:00:00",164,0,19.74,78.75,2.634,198.7,171.1,0.118,1.272
"2017-02-06 10:00:00",165,0,20.78,79.2,2.811,213.5,192.7,0.153,1.866
"2017-02-06 11:00:00",166,0,20.88,76.84,3.531,206,188.5,0.161,2.281
"2017-02-06 12:00:00",167,0,21.97,66.64,3.978,205.9,379.9,0.279,2.479
"2017-02-06 13:00:00",168,0,22.57,66.2,3.761,209,284.7,0.248,2.443
"2017-02-06 14:00:00",169,0,23.32,60.17,3.624,204,393.8,0.312,2.17
"2017-02-06 15:00:00",170,0,24.38,55.14,3.949,208.7,464.8,0.358,1.687
"2017-02-06 16:00:00",171,0,24.45,60.16,3.794,202.5,346.3,0.284,1.043
"2017-02-06 17:00:00",172,0,23.23,60.37,3.52,199.6,169.2,0.157,0.343
"2017-02-06 18:00:00",173,0,22.54,69.5,2.948,202,86.9,0.056,0
"2017-02-06 19:00:00",174,0,20.58,76.61,1.899,191.6,1.619,0.009,0
"2017-02-06 20:00:00",175,0,19.62,76.2,2.044,202.8,0,0.007,0
"2017-02-06 21:00:00",176,0,19.46,76.84,2.501,207.9,0,0.012,0
"2017-02-06 22:00:00",177,0,18.87,79.3,2.414,218.9,0,0.008,0
"2017-02-06 23:00:00",178,0,18.54,80.1,2.798,218.2,0,0.009,0
"2017-02-07 00:00:00",179,0,17.98,84.5,2.788,210.5,0,0.006,0
"2017-02-07 01:00:00",180,0,17.27,88.8,1.879,240.8,0,-0.005,0
"2017-02-07 02:00:00",181,0,17.1,88,1.805,252.4,0,-0.007,0
"2017-02-07 03:00:00",182,0,16.27,92,1.66,235.1,0,-0.01,0
"2017-02-07 04:00:00",183,0,15.49,92.7,0.806,247.5,0,-0.019,0
"2017-02-07 05:00:00",184,0,15.25,93.9,0.835,236.9,0,-0.019,0
"2017-02-07 06:00:00",185,0,14.96,93.9,0.804,246.5,0,-0.02,0
"2017-02-07 07:00:00",186,0,15.22,93.6,1.546,257.3,0,0.008,0.054
"2017-02-07 08:00:00",187,0,14.27,91,1.014,258,30.66,0.024,0.595
"2017-02-07 09:00:00",188,0,16.05,71.78,1.077,249.6,141.9,0.09,1.304
"2017-02-07 10:00:00",189,0,21.2,28.95,2.713,249.3,395,0.302,1.925
"2017-02-07 11:00:00",190,0,23.69,22.95,5.266,286.1,548.4,0.538,2.414
"2017-02-07 12:00:00",191,0,24.64,17.83,4.771,294.7,624.7,0.593,2.637
"2017-02-07 13:00:00",192,0,24.9,17.49,3.883,296,601.8,0.561,2.606
"2017-02-07 14:00:00",193,0,25.55,18.3,3.222,282.9,679.9,0.572,2.314
"2017-02-07 15:00:00",194,0,26.26,16.78,2.791,278.5,584.3,0.499,1.802
"2017-02-07 16:00:00",195,0,26.52,16.52,2.294,263.6,413.1,0.359,1.121
"2017-02-07 17:00:00",196,0,26.18,18.8,2.108,254.6,233.8,0.223,0.373
"2017-02-07 18:00:00",197,0,24.71,30.09,0.925,255.3,103.9,0.049,0
"2017-02-07 19:00:00",198,0,16.95,52.54,0.611,265.5,2.156,-0.009,0
"2017-02-07 20:00:00",199,0,13.19,65.91,0.935,259.9,0,-0.006,0
"2017-02-07 21:00:00",200,0,10.2,73.3,1.044,264.1,0,-0.007,0
"2017-02-07 22:00:00",201,0,8.7,69.44,0.907,259.9,0,-0.011,0
"2017-02-07 23:00:00",202,0,8.17,69.78,0.995,259.5,0,-0.009,0
"2017-02-08 00:00:00",203,0,8.52,73.38,1.008,233.4,0,-0.007,0
"2017-02-08 01:00:00",204,0,7.542,76.66,0.003,259.6,0,-0.03,0
"2017-02-08 02:00:00",205,0,10.03,45.87,0.702,241.3,0.176,-0.01,0
"2017-02-08 03:00:00",206,0,14.9,40.81,1.539,250.9,0,0.022,0
"2017-02-08 04:00:00",207,0,13.44,43.64,1.408,236.2,0,0.016,0
"2017-02-08 05:00:00",208,0,12.78,38.21,1.384,240.7,0,0.013,0
"2017-02-08 06:00:00",209,0,16.99,28.36,2.126,250.1,0,0.045,0
"2017-02-08 07:00:00",210,0,19.07,28.08,3.055,264.7,0,0.159,0.056
"2017-02-08 08:00:00",211,0,18.55,32.02,2.804,258,22.8,0.155,0.635
"2017-02-08 09:00:00",212,0,19.72,28.65,2.708,258.6,184.8,0.226,1.372
"2017-02-08 10:00:00",213,0,22,29.02,5.474,281,385,0.434,1.993
"2017-02-08 11:00:00",214,0,22.87,28.78,6.239,300.6,545.9,0.542,2.424
"2017-02-08 12:00:00",215,0,23.51,26.59,5.028,303.7,586.7,0.544,2.625
"2017-02-08 13:00:00",216,0,24.79,23.79,4.198,312.3,702.2,0.598,2.586
"2017-02-08 14:00:00",217,0,25.97,23.05,3.789,317.4,753.1,0.635,2.301
"2017-02-08 15:00:00",218,0,26.79,21.7,3.055,344.2,662.5,0.562,1.797
"2017-02-08 16:00:00",219,0,27.41,20.12,3.127,1.513,518.7,0.478,1.125
"2017-02-08 17:00:00",220,0,26.48,21.46,3.787,358.6,304.3,0.362,0.382
"2017-02-08 18:00:00",221,0,22.83,24.33,3.383,7.87,127,0.13,0
"2017-02-08 19:00:00",222,0,20.13,30.2,2.284,8.67,4.966,0.062,0
"2017-02-08 20:00:00",223,0,17.8,33.41,1.837,10.95,0,0.039,0
"2017-02-08 21:00:00",224,0,15.59,36.44,1.647,1.348,0,0.029,0
"2017-02-08 22:00:00",225,0,13.5,39.15,1.17,350.5,0,0.011,0
"2017-02-08 23:00:00",226,0,11.61,51.22,0.464,86.1,0,-0.015,0
"2017-02-09 00:00:00",227,0,8.57,61.01,0.27,219.6,0,-0.022,0
"2017-02-09 01:00:00",228,0,6.033,72.49,0.18,225.9,0,-0.024,0
"2017-02-09 02:00:00",229,0,5.225,69.19,0.119,70.73,0,-0.025,0
"2017-02-09 03:00:00",230,0,7.573,53.24,0.736,345.6,0,-0.008,0
"2017-02-09 04:00:00",231,0,7.177,56.91,0.855,10.2,0,-0.005,0
"2017-02-09 05:00:00",232,0,5.557,63.79,0.592,346.6,0,-0.012,0
"2017-02-09 06:00:00",233,0,4.773,60.84,0.683,351.3,0,-0.01,0
"2017-02-09 07:00:00",234,0,3.258,71.7,0.264,225.9,0,0.005,0.059
"2017-02-09 08:00:00",235,0,1.685,66.72,0.128,261.8,28.35,0.015,0.652
"2017-02-09 09:00:00",236,0,5.283,48.27,1.422,43.35,204.4,0.104,1.406
"2017-02-09 10:00:00",237,0,8.1,38.78,1.726,27.25,419.1,0.213,2.045
"2017-02-09 11:00:00",238,0,10.98,33.27,1.353,109.7,597.9,0.316,2.49
"2017-02-09 12:00:00",239,0,14.15,27.58,1.512,77.17,721.3,0.412,2.698
"2017-02-09 13:00:00",240,0,16.96,22.45,1.832,91.4,777,0.481,2.654
"2017-02-09 14:00:00",241,0,19.02,17.13,2.349,107.3,766.3,0.516,2.371
"2017-02-09 15:00:00",242,0,20.56,16.12,2.533,114.1,682,0.492,1.86
"2017-02-09 16:00:00",243,0,21.62,15.01,2.796,138.1,538.4,0.428,1.172
"2017-02-09 17:00:00",244,0,21.7,15.88,2.487,133.8,374.3,0.312,0.401
"2017-02-09 18:00:00",245,0,20.99,17.63,1.945,135.5,150.9,0.1,0
"2017-02-09 19:00:00",246,0,16.05,38.09,0.17,131.4,4.884,-0.032,0
"2017-02-09 20:00:00",247,0,10.96,40,0.023,151,0.004,-0.036,0
"2017-02-09 21:00:00",248,0,13.7,35.65,1.496,149.9,0.013,0.023,0
"2017-02-09 22:00:00",249,0,13.12,38.28,1.631,145.5,0,0.024,0
"2017-02-09 23:00:00",250,0,12.16,43.06,1.777,163,0,0.024,0
"2017-02-10 00:00:00",251,0,10.91,48.9,0.984,160.1,0,0.001,0
"2017-02-10 01:00:00",252,0,9.98,52.28,0.555,152.9,0,-0.013,0
"2017-02-10 02:00:00",253,0,10.81,52.38,1.369,152.7,0,0.007,0
"2017-02-10 03:00:00",254,0,10.9,56.46,2.097,182.9,0,0.018,0
"2017-02-10 04:00:00",255,0,10.73,69.37,3.314,193,0,0.027,0
"2017-02-10 05:00:00",256,0,11.22,88.7,4.321,196.8,0,0.01,0
"2017-02-10 06:00:00",257,0,12.52,86.2,3.924,199.1,0,0.003,0
"2017-02-10 07:00:00",258,0,12.9,86.3,2.934,206.1,0,0.024,0.062
"2017-02-10 08:00:00",259,0,13.37,86.6,2.083,196.6,15.9,0.027,0.632
"2017-02-10 09:00:00",260,0,14.77,83.1,3.014,205.3,97,0.08,1.348
"2017-02-10 10:00:00",261,0,16.3,71.95,4.059,205.5,237.3,0.161,1.955
"2017-02-10 11:00:00",262,0,18.7,67.96,5.1,206.6,577.2,0.352,2.38
"2017-02-10 12:00:00",263,0,19.59,62.56,5.885,214.4,700.4,0.432,2.583
"2017-02-10 13:00:00",264,0,20.72,55.05,5.359,210.8,763.2,0.494,2.544
"2017-02-10 14:00:00",265,0,22.1,50.44,5.265,209,749.4,0.526,2.267
"2017-02-10 15:00:00",266,0,23.1,46.43,4.486,199.2,666.7,0.497,1.774
"2017-02-10 16:00:00",267,0,23.53,47.71,4.383,199.5,519.7,0.419,1.115
"2017-02-10 17:00:00",268,0,23.46,51.44,3.908,189.5,326.5,0.289,0.39
"2017-02-10 18:00:00",269,0,22.11,59.87,3.301,189.5,105.9,0.076,0
"2017-02-10 19:00:00",270,0,20.19,66.55,2.582,191.4,5.162,0.029,0
"2017-02-10 20:00:00",271,0,19.09,71.55,2.332,203.6,0,0.016,0
"2017-02-10 21:00:00",272,0,18.54,73.57,3.196,207.4,0,0.021,0
"2017-02-10 22:00:00",273,0,18.23,75.89,2.756,202,0,0.015,0
"2017-02-10 23:00:00",274,0,17.37,77.24,1.339,210.2,0,-0.006,0
"2017-02-11 00:00:00",275,0,17.94,78.02,2.986,224.4,0,0.013,0
"2017-02-11 01:00:00",276,0,17.83,84.7,3.289,217.5,0,0.011,0
"2017-02-11 02:00:00",277,0,17.41,89.4,3.363,221,0,0.002,0
"2017-02-11 03:00:00",278,0,17.06,91.3,2.747,226.4,0,-0.005,0
"2017-02-11 04:00:00",279,0,17.1,91.2,2.767,229,0,-0.005,0
"2017-02-11 05:00:00",280,0,17.39,90.8,3.317,233,0,-0.002,0
"2017-02-11 06:00:00",281,0,17.98,90.3,3.512,240.5,0,-0.001,0
"2017-02-11 07:00:00",282,0,18.25,90.8,3.661,240.2,0,0.025,0.065
"2017-02-11 08:00:00",283,0,18.14,91.2,3.226,241.4,15.47,0.029,0.628
"2017-02-11 09:00:00",284,0,18.55,85.5,3.56,239.6,136.6,0.094,1.335
"2017-02-11 10:00:00",285,0,20.03,75.16,3.697,232.1,378.9,0.233,1.937
"2017-02-11 11:00:00",286,0,22.07,67.04,4.151,216.3,595.3,0.386,2.359
"2017-02-11 12:00:00",287,0,23.74,61.67,4.071,203.2,712.1,0.486,2.559
"2017-02-11 13:00:00",288,0,25.33,54.12,3.492,206.2,762.6,0.549,2.52
"2017-02-11 14:00:00",289,0,26.96,48.94,3.416,203.3,749.8,0.577,2.248
"2017-02-11 15:00:00",290,0,28.19,46.18,3.024,200.5,666.9,0.536,1.759
"2017-02-11 16:00:00",291,0,28.42,44.56,3.166,189.2,519.7,0.443,1.109
"2017-02-11 17:00:00",292,0,28.27,45.88,2.767,186.1,328.5,0.3,0.395
"2017-02-11 18:00:00",293,0,27.04,56.41,1.786,188.5,116.3,0.073,0
"2017-02-11 19:00:00",294,0,23.84,65.36,0.79,208.5,4.402,-0.004,0
"2017-02-11 20:00:00",295,0,22.58,66.78,1.611,220.5,0,0.011,0
"2017-02-11 21:00:00",296,0,20.59,79.57,0.659,243.8,0,-0.015,0
"2017-02-11 22:00:00",297,0,17.05,89.3,0.046,290.5,0,-0.03,0
"2017-02-11 23:00:00",298,0,16.66,80.1,0.409,138,0,-0.023,0
"2017-02-12 00:00:00",299,0,20.25,86.8,2.835,199.6,0,0.005,0
"2017-02-12 01:00:00",300,0,19.67,88,3.676,204.8,0,0.005,0
"2017-02-12 02:00:00",301,0,19.26,87.6,4.078,212.8,0,0.007,0
"2017-02-12 03:00:00",302,0,18.97,87.2,3.569,219.3,0,0.005,0
"2017-02-12 04:00:00",303,0,18.72,88.1,3.669,220.9,0,0.004,0
"2017-02-12 05:00:00",304,0,18.3,90.5,3.451,230.1,0,0.001,0
"2017-02-12 06:00:00",305,0,17.11,94.6,0.524,17.23,0,-0.023,0
"2017-02-12 07:00:00",306,0,17.24,93.2,0.088,193.6,0,0.001,0.068
"2017-02-12 08:00:00",307,0,17.56,92.8,0.157,172.5,8.82,0.007,0.64
"2017-02-12 09:00:00",308,0,18.13,93.4,1.671,342.2,44.05,0.039,1.349
"2017-02-12 10:00:00",309,0,18.73,77.48,0.4,220.9,187.6,0.124,1.951
"2017-02-12 11:00:00",310,0,19.07,79.56,2.067,351.8,141.3,0.112,2.379
"2017-02-12 12:00:00",311,0,19.4,58.63,2.031,15.27,346.5,0.241,2.601
"2017-02-12 13:00:00",312,0,20.6,55.73,2.157,23.74,366.8,0.279,2.579
