Station_ID,Date,Latitude,Longitude,SMAP_Moisture
TXS06,2015-04-03,30.4511,-98.7123,0.1309454
TXS06,2015-04-06,30.4511,-98.7123,0.1370219
TXS06,2015-04-08,30.4511,-98.7123,0.1268894
TXS06,2015-04-11,30.4511,-98.7123,0.1669621
TXS06,2015-04-14,30.4511,-98.7123,0.165473
TXS06,2015-04-16,30.4511,-98.7123,0.1259635
TXS06,2015-04-19,30.4511,-98.7123,0.3021416
TXS06,2015-04-22,30.4511,-98.7123,0.1991816
TXS06,2015-04-24,30.4511,-98.7123,0.3486375
TXS06,2015-04-27,30.4511,-98.7123,0.3014809
TXS06,2015-05-05,30.4511,-98.7123,0.1281317
TXS06,2015-05-08,30.4511,-98.7123,0.146454
TXS06,2015-05-10,30.4511,-98.7123,0.1873135
TXS06,2015-05-16,30.4511,-98.7123,0.2544906
TXS06,2015-05-18,30.4511,-98.7123,0.2757542
TXS06,2015-05-21,30.4511,-98.7123,0.3427616
TXS06,2015-05-24,30.4511,-98.7123,0.3902465
TXS06,2015-05-26,30.4511,-98.7123,0.3081127
TXS06,2015-05-29,30.4511,-98.7123,0.3901198
TXS06,2015-06-01,30.4511,-98.7123,0.2688068
TXS06,2015-06-03,30.4511,-98.7123,0.2279424
TXS06,2015-06-06,30.4511,-98.7123,0.1650983
TXS06,2015-06-09,30.4511,-98.7123,0.1462276
TXS06,2015-06-11,30.4511,-98.7123,0.1222226
TXS06,2015-06-14,30.4511,-98.7123,0.1319112
TXS06,2015-06-19,30.4511,-98.7123,0.2311152
TXS06,2015-06-25,30.4511,-98.7123,0.1609871
TXS06,2015-06-27,30.4511,-98.7123,0.1555635
TXS06,2015-06-30,30.4511,-98.7123,0.1694508
TXS06,2015-07-03,30.4511,-98.7123,0.1440883
TXS06,2015-07-05,30.4511,-98.7123,0.127359
TXS06,2015-07-08,30.4511,-98.7123,0.1116883
TXS06,2015-07-11,30.4511,-98.7123,0.1076672
TXS06,2015-07-13,30.4511,-98.7123,0.101696
TXS06,2015-07-14,30.4511,-98.7123,0.0886537
TXS06,2015-07-16,30.4511,-98.7123,0.1015955
TXS06,2015-07-19,30.4511,-98.7123,0.0919467
TXS06,2015-07-21,30.4511,-98.7123,0.0980764
TXS06,2015-07-22,30.4511,-98.7123,0.0862257
TXS06,2015-07-24,30.4511,-98.7123,0.0942522
TXS06,2015-07-29,30.4511,-98.7123,0.0998757
TXS06,2015-07-30,30.4511,-98.7123,0.0805107
TXS06,2015-08-01,30.4511,-98.7123,0.1586073
TXS06,2015-08-04,30.4511,-98.7123,0.1147906
TXS06,2015-08-06,30.4511,-98.7123,0.1074629
TXS06,2015-08-07,30.4511,-98.7123,0.1074517
TXS06,2015-08-09,30.4511,-98.7123,0.1216968
TXS06,2015-08-14,30.4511,-98.7123,0.1210481
TXS06,2015-08-15,30.4511,-98.7123,0.1218872
TXS06,2015-08-17,30.4511,-98.7123,0.123201
TXS06,2015-08-20,30.4511,-98.7123,0.097236
TXS06,2015-08-22,30.4511,-98.7123,0.1086805
TXS06,2015-08-25,30.4511,-98.7123,0.1166533
TXS06,2015-08-28,30.4511,-98.7123,0.1108358
TXS06,2015-08-30,30.4511,-98.7123,0.1005519
TXS06,2015-09-02,30.4511,-98.7123,0.128414
TXS06,2015-09-05,30.4511,-98.7123,0.1032181
TXS06,2015-09-07,30.4511,-98.7123,0.113188
TXS06,2015-09-10,30.4511,-98.7123,0.1504392
TXS06,2015-09-13,30.4511,-98.7123,0.1290372
TXS06,2015-09-15,30.4511,-98.7123,0.1159924
TXS06,2015-09-18,30.4511,-98.7123,0.1222086
TXS06,2015-09-21,30.4511,-98.7123,0.1021791
TXS06,2015-09-23,30.4511,-98.7123,0.1144755
TXS06,2015-09-26,30.4511,-98.7123,0.103498
TXS06,2015-09-29,30.4511,-98.7123,0.1081752
TXS06,2015-10-01,30.4511,-98.7123,0.1172715
TXS06,2015-10-04,30.4511,-98.7123,0.1065271
TXS06,2015-10-07,30.4511,-98.7123,0.1058871
TXS06,2015-10-09,30.4511,-98.7123,0.140798
TXS06,2015-10-12,30.4511,-98.7123,0.1168521
TXS06,2015-10-15,30.4511,-98.7123,0.1066128
TXS06,2015-10-17,30.4511,-98.7123,0.1137606
TXS06,2015-10-20,30.4511,-98.7123,0.1027147
TXS06,2015-10-28,30.4511,-98.7123,0.2764022
TXS06,2015-10-31,30.4511,-98.7123,0.3550856
TXS06,2015-11-02,30.4511,-98.7123,0.2789402
TXS06,2015-11-05,30.4511,-98.7123,0.2767343
TXS06,2015-11-08,30.4511,-98.7123,0.2795783
TXS06,2015-11-10,30.4511,-98.7123,0.2806682
TXS06,2015-11-13,30.4511,-98.7123,0.2591064
TXS06,2015-11-16,30.4511,-98.7123,0.2352009
TXS06,2015-11-18,30.4511,-98.7123,0.3032193
TXS06,2015-11-21,30.4511,-98.7123,0.2332855
TXS06,2015-11-24,30.4511,-98.7123,0.2103407
TXS06,2015-11-26,30.4511,-98.7123,0.2007934
TXS06,2015-11-29,30.4511,-98.7123,0.3452395
TXS06,2015-12-02,30.4511,-98.7123,0.2846093
TXS06,2015-12-04,30.4511,-98.7123,0.2601721
TXS06,2015-12-07,30.4511,-98.7123,0.2538124
TXS06,2015-12-10,30.4511,-98.7123,0.2471721
TXS06,2015-12-12,30.4511,-98.7123,0.2330655
TXS06,2015-12-18,30.4511,-98.7123,0.2648222
TXS06,2015-12-20,30.4511,-98.7123,0.2324603
TXS06,2015-12-23,30.4511,-98.7123,0.2471507
TXS06,2015-12-26,30.4511,-98.7123,0.2138522
TXS06,2015-12-28,30.4511,-98.7123,0.3047281
TXS06,2015-12-29,30.4511,-98.7123,0.2674119
TXS06,2015-12-31,30.4511,-98.7123,0.280553
TXS06,2016-01-03,30.4511,-98.7123,0.2998646
TXS06,2016-01-05,30.4511,-98.7123,0.277005
TXS06,2016-01-06,30.4511,-98.7123,0.2625448
TXS06,2016-01-08,30.4511,-98.7123,0.27752
TXS06,2016-01-11,30.4511,-98.7123,0.2703106
TXS06,2016-01-13,30.4511,-98.7123,0.2519198
TXS06,2016-01-14,30.4511,-98.7123,0.2423282
TXS06,2016-01-16,30.4511,-98.7123,0.252671
TXS06,2016-01-19,30.4511,-98.7123,0.2055973
TXS06,2016-01-21,30.4511,-98.7123,0.2024653
TXS06,2016-01-24,30.4511,-98.7123,0.1980706
TXS06,2016-01-27,30.4511,-98.7123,0.2023859
TXS06,2016-01-29,30.4511,-98.7123,0.1850096
TXS06,2016-02-01,30.4511,-98.7123,0.1794491
TXS06,2016-02-04,30.4511,-98.7123,0.161447
TXS06,2016-02-06,30.4511,-98.7123,0.1594127
TXS06,2016-02-09,30.4511,-98.7123,0.1506748
TXS06,2016-02-12,30.4511,-98.7123,0.1516102
TXS06,2016-02-14,30.4511,-98.7123,0.1294681
TXS06,2016-02-17,30.4511,-98.7123,0.1496216
TXS06,2016-02-20,30.4511,-98.7123,0.1139478
TXS06,2016-02-22,30.4511,-98.7123,0.1874697
TXS06,2016-02-25,30.4511,-98.7123,0.2606163
TXS06,2016-02-28,30.4511,-98.7123,0.2000833
TXS06,2016-03-01,30.4511,-98.7123,0.1896361
TXS06,2016-03-04,30.4511,-98.7123,0.1773702
TXS06,2016-03-07,30.4511,-98.7123,0.1326181
TXS06,2016-03-09,30.4511,-98.7123,0.3203113
TXS06,2016-03-12,30.4511,-98.7123,0.3457963
TXS06,2016-03-15,30.4511,-98.7123,0.2690135
TXS06,2016-03-17,30.4511,-98.7123,0.2174437
TXS06,2016-03-20,30.4511,-98.7123,0.2541517
TXS06,2016-03-23,30.4511,-98.7123,0.1868104
TXS06,2016-03-25,30.4511,-98.7123,0.2037093
TXS06,2016-03-28,30.4511,-98.7123,0.1615674
TXS06,2016-03-31,30.4511,-98.7123,0.1614104
TXS06,2016-04-02,30.4511,-98.7123,0.2488367
TXS06,2016-04-05,30.4511,-98.7123,0.1792866
TXS06,2016-04-08,30.4511,-98.7123,0.1460036
TXS06,2016-04-10,30.4511,-98.7123,0.1335151
TXS06,2016-04-13,30.4511,-98.7123,0.2706584
TXS06,2016-04-16,30.4511,-98.7123,0.1914491
TXS06,2016-04-18,30.4511,-98.7123,0.2975342
TXS06,2016-04-21,30.4511,-98.7123,0.3771938
TXS06,2016-04-24,30.4511,-98.7123,0.2226293
TXS06,2016-04-26,30.4511,-98.7123,0.185603
TXS06,2016-04-29,30.4511,-98.7123,0.1967549
TXS06,2016-05-04,30.4511,-98.7123,0.1806846
TXS06,2016-05-07,30.4511,-98.7123,0.1432512
TXS06,2016-05-10,30.4511,-98.7123,0.1210573
TXS06,2016-05-12,30.4511,-98.7123,0.1518531
TXS06,2016-05-15,30.4511,-98.7123,0.1866327
TXS06,2016-05-18,30.4511,-98.7123,0.2581019
TXS06,2016-05-20,30.4511,-98.7123,0.2701719
TXS06,2016-05-23,30.4511,-98.7123,0.2309745
TXS06,2016-05-26,30.4511,-98.7123,0.195658
TXS06,2016-05-28,30.4511,-98.7123,0.2471014
TXS06,2016-05-31,30.4511,-98.7123,0.2507579
TXS06,2016-06-03,30.4511,-98.7123,0.3031727
TXS06,2016-06-05,30.4511,-98.7123,0.2748156
TXS06,2016-06-08,30.4511,-98.7123,0.1886644
TXS06,2016-06-11,30.4511,-98.7123,0.1549504
TXS06,2016-06-13,30.4511,-98.7123,0.1444275
TXS06,2016-06-16,30.4511,-98.7123,0.1347018
TXS06,2016-06-19,30.4511,-98.7123,0.115463
TXS06,2016-06-21,30.4511,-98.7123,0.1248261
TXS06,2016-06-24,30.4511,-98.7123,0.111056
TXS06,2016-06-27,30.4511,-98.7123,0.1136717
TXS06,2016-06-29,30.4511,-98.7123,0.1485758
TXS06,2016-07-02,30.4511,-98.7123,0.1201552
TXS06,2016-07-05,30.4511,-98.7123,0.1089422
TXS06,2016-07-07,30.4511,-98.7123,0.1058964
TXS06,2016-07-10,30.4511,-98.7123,0.1025849
TXS06,2016-07-13,30.4511,-98.7123,0.1065675
TXS06,2016-07-15,30.4511,-98.7123,0.098761
TXS06,2016-07-18,30.4511,-98.7123,0.1078845
TXS06,2016-07-21,30.4511,-98.7123,0.0943247
TXS06,2016-07-23,30.4511,-98.7123,0.0968431
TXS06,2016-07-26,30.4511,-98.7123,0.2098169
TXS06,2016-07-29,30.4511,-98.7123,0.148453
TXS06,2016-07-31,30.4511,-98.7123,0.1203649
TXS06,2016-08-03,30.4511,-98.7123,0.1139343
TXS06,2016-08-06,30.4511,-98.7123,0.1025893
TXS06,2016-08-08,30.4511,-98.7123,0.1109577
TXS06,2016-08-11,30.4511,-98.7123,0.0918919
TXS06,2016-08-14,30.4511,-98.7123,0.2668555
TXS06,2016-08-16,30.4511,-98.7123,0.299603
TXS06,2016-08-19,30.4511,-98.7123,0.2821586
TXS06,2016-08-22,30.4511,-98.7123,0.2792776
TXS06,2016-08-24,30.4511,-98.7123,0.2495396
TXS06,2016-08-27,30.4511,-98.7123,0.1787018
TXS06,2016-08-30,30.4511,-98.7123,0.1469462
TXS06,2016-09-01,30.4511,-98.7123,0.1636088
TXS06,2016-09-04,30.4511,-98.7123,0.1556926
TXS06,2016-09-07,30.4511,-98.7123,0.1603079
TXS06,2016-09-09,30.4511,-98.7123,0.1268189
TXS06,2016-09-12,30.4511,-98.7123,0.1250385
TXS06,2016-09-15,30.4511,-98.7123,0.1165522
TXS06,2016-09-17,30.4511,-98.7123,0.1213409
TXS06,2016-09-20,30.4511,-98.7123,0.1015942
TXS06,2016-09-23,30.4511,-98.7123,0.0991102
TXS06,2016-09-25,30.4511,-98.7123,0.2127067
TXS06,2016-10-01,30.4511,-98.7123,0.201033
TXS06,2016-10-03,30.4511,-98.7123,0.1764834
TXS06,2016-10-06,30.4511,-98.7123,0.1493954
TXS06,2016-10-09,30.4511,-98.7123,0.1414778
TXS06,2016-10-11,30.4511,-98.7123,0.1350266
TXS06,2016-10-14,30.4511,-98.7123,0.1417956
TXS06,2016-10-17,30.4511,-98.7123,0.1317799
TXS06,2016-10-19,30.4511,-98.7123,0.1168143
TXS06,2016-10-22,30.4511,-98.7123,0.1356689
TXS06,2016-10-25,30.4511,-98.7123,0.1142551
TXS06,2016-10-27,30.4511,-98.7123,0.1141624
TXS06,2016-10-30,30.4511,-98.7123,0.1102142
TXS06,2016-11-02,30.4511,-98.7123,0.1043697
TXS06,2016-11-04,30.4511,-98.7123,0.2507294
TXS06,2016-11-05,30.4511,-98.7123,0.2170281
TXS06,2016-11-07,30.4511,-98.7123,0.2751673
TXS06,2016-11-10,30.4511,-98.7123,0.324944
TXS06,2016-11-12,30.4511,-98.7123,0.2908683
TXS06,2016-11-15,30.4511,-98.7123,0.2514796
TXS06,2016-11-18,30.4511,-98.7123,0.2172294
TXS06,2016-11-20,30.4511,-98.7123,0.2342443
TXS06,2016-11-23,30.4511,-98.7123,0.2414254
TXS06,2016-11-26,30.4511,-98.7123,0.2265811
TXS06,2016-11-28,30.4511,-98.7123,0.1851109
TXS06,2016-12-01,30.4511,-98.7123,0.1890831
TXS06,2016-12-04,30.4511,-98.7123,0.2816862
TXS06,2016-12-06,30.4511,-98.7123,0.3085369
TXS06,2016-12-09,30.4511,-98.7123,0.2565638
TXS06,2016-12-12,30.4511,-98.7123,0.2691927
TXS06,2016-12-14,30.4511,-98.7123,0.2755361
TXS06,2016-12-17,30.4511,-98.7123,0.2475505
TXS06,2016-12-20,30.4511,-98.7123,0.2282648
TXS06,2016-12-22,30.4511,-98.7123,0.2155645
TXS06,2016-12-25,30.4511,-98.7123,0.2139415
TXS06,2016-12-28,30.4511,-98.7123,0.1987565
TXS06,2016-12-30,30.4511,-98.7123,0.2153258
TXS06,2017-01-02,30.4511,-98.7123,0.2894135
TXS06,2017-01-05,30.4511,-98.7123,0.2272351
TXS06,2017-01-07,30.4511,-98.7123,0.1839717
TXS06,2017-01-10,30.4511,-98.7123,0.1923114
TXS06,2017-01-13,30.4511,-98.7123,0.1823649
TXS06,2017-01-15,30.4511,-98.7123,0.2217473
TXS06,2017-01-18,30.4511,-98.7123,0.3037892
TXS06,2017-01-21,30.4511,-98.7123,0.2480374
TXS06,2017-01-23,30.4511,-98.7123,0.2379577
TXS06,2017-01-26,30.4511,-98.7123,0.2049991
TXS06,2017-01-29,30.4511,-98.7123,0.1905957
TXS06,2017-01-31,30.4511,-98.7123,0.1890495
TXS06,2017-02-03,30.4511,-98.7123,0.1737764
TXS06,2017-02-06,30.4511,-98.7123,0.1601676
TXS06,2017-02-08,30.4511,-98.7123,0.1755669
TXS06,2017-02-11,30.4511,-98.7123,0.1471646
TXS06,2017-02-14,30.4511,-98.7123,0.3783975
TXS06,2017-02-16,30.4511,-98.7123,0.2703066
TXS06,2017-02-19,30.4511,-98.7123,0.2313628
TXS06,2017-02-22,30.4511,-98.7123,0.2722432
TXS06,2017-02-24,30.4511,-98.7123,0.227017
TXS06,2017-02-27,30.4511,-98.7123,0.1814411
TXS06,2017-03-02,30.4511,-98.7123,0.2173502
TXS06,2017-03-04,30.4511,-98.7123,0.1847262
TXS06,2017-03-07,30.4511,-98.7123,0.2281975
TXS06,2017-03-10,30.4511,-98.7123,0.2297779
TXS06,2017-03-12,30.4511,-98.7123,0.2753853
TXS06,2017-03-15,30.4511,-98.7123,0.2074819
TXS06,2017-03-18,30.4511,-98.7123,0.1687867
TXS06,2017-03-20,30.4511,-98.7123,0.1716941
TXS06,2017-03-23,30.4511,-98.7123,0.1491221
TXS06,2017-03-26,30.4511,-98.7123,0.1321903
TXS06,2017-03-28,30.4511,-98.7123,0.1333496
TXS06,2017-03-31,30.4511,-98.7123,0.1870907
TXS06,2017-04-03,30.4511,-98.7123,0.2815796
TXS06,2017-04-05,30.4511,-98.7123,0.2245484
TXS06,2017-04-08,30.4511,-98.7123,0.1615219
TXS06,2017-04-11,30.4511,-98.7123,0.239926
TXS06,2017-04-13,30.4511,-98.7123,0.213772
TXS06,2017-04-16,30.4511,-98.7123,0.2037276
TXS06,2017-04-19,30.4511,-98.7123,0.1795089
TXS06,2017-04-21,30.4511,-98.7123,0.1419771
TXS06,2017-04-24,30.4511,-98.7123,0.1393227
TXS06,2017-04-27,30.4511,-98.7123,0.1211978
TXS06,2017-04-29,30.4511,-98.7123,0.1200063
TXS06,2017-05-02,30.4511,-98.7123,0.1332548
TXS06,2017-05-05,30.4511,-98.7123,0.1129088
TXS06,2017-05-07,30.4511,-98.7123,0.108656
TXS06,2017-05-10,30.4511,-98.7123,0.1374204
TXS06,2017-05-13,30.4511,-98.7123,0.1148032
TXS06,2017-05-15,30.4511,-98.7123,0.1081351
TXS06,2017-05-18,30.4511,-98.7123,0.1454659
TXS06,2017-05-21,30.4511,-98.7123,0.2227161
TXS06,2017-05-23,30.4511,-98.7123,0.2465792
TXS06,2017-05-26,30.4511,-98.7123,0.1618606
TXS06,2017-05-29,30.4511,-98.7123,0.2331942
TXS06,2017-05-31,30.4511,-98.7123,0.2034839
TXS06,2017-06-03,30.4511,-98.7123,0.1905622
TXS06,2017-06-06,30.4511,-98.7123,0.2143066
TXS06,2017-06-08,30.4511,-98.7123,0.1719883
TXS06,2017-06-09,30.4511,-98.7123,0.1542349
TXS06,2017-06-11,30.4511,-98.7123,0.1347642
TXS06,2017-06-14,30.4511,-98.7123,0.1058967
TXS06,2017-06-16,30.4511,-98.7123,0.1191375
TXS06,2017-06-19,30.4511,-98.7123,0.1127077
TXS06,2017-06-22,30.4511,-98.7123,0.1214547
TXS06,2017-06-24,30.4511,-98.7123,0.1081725
TXS06,2017-06-27,30.4511,-98.7123,0.2816022
TXS06,2017-06-30,30.4511,-98.7123,0.1640633
TXS06,2017-07-02,30.4511,-98.7123,0.1954287
TXS06,2017-07-05,30.4511,-98.7123,0.1288619
TXS06,2017-07-08,30.4511,-98.7123,0.1022949
TXS06,2017-07-10,30.4511,-98.7123,0.1457429
TXS06,2017-07-13,30.4511,-98.7123,0.0997805
TXS06,2017-07-16,30.4511,-98.7123,0.1441216
TXS06,2017-07-18,30.4511,-98.7123,0.1545152
TXS06,2017-07-21,30.4511,-98.7123,0.1108368
TXS06,2017-07-24,30.4511,-98.7123,0.2513674
TXS06,2017-07-26,30.4511,-98.7123,0.187319
TXS06,2017-07-29,30.4511,-98.7123,0.1208581
TXS06,2017-08-01,30.4511,-98.7123,0.1285749
TXS06,2017-08-03,30.4511,-98.7123,0.1990325
TXS06,2017-08-06,30.4511,-98.7123,0.1273763
TXS06,2017-08-09,30.4511,-98.7123,0.2579639
TXS06,2017-08-11,30.4511,-98.7123,0.2243244
TXS06,2017-08-14,30.4511,-98.7123,0.154982
TXS06,2017-08-17,30.4511,-98.7123,0.1231539
TXS06,2017-08-19,30.4511,-98.7123,0.1193596
TXS06,2017-08-22,30.4511,-98.7123,0.1164651
TXS06,2017-08-25,30.4511,-98.7123,0.1299344
TXS06,2017-08-27,30.4511,-98.7123,0.2750013
TXS06,2017-08-30,30.4511,-98.7123,0.192831
TXS06,2017-09-02,30.4511,-98.7123,0.1400474
TXS06,2017-09-04,30.4511,-98.7123,0.1261162
TXS06,2017-09-07,30.4511,-98.7123,0.1357078
TXS06,2017-09-10,30.4511,-98.7123,0.1038075
TXS06,2017-09-12,30.4511,-98.7123,0.105679
TXS06,2017-09-15,30.4511,-98.7123,0.0975072
TXS06,2017-09-18,30.4511,-98.7123,0.1017257
TXS06,2017-09-20,30.4511,-98.7123,0.099936
TXS06,2017-09-23,30.4511,-98.7123,0.1029751
TXS06,2017-09-26,30.4511,-98.7123,0.1532264
TXS06,2017-09-28,30.4511,-98.7123,0.2927984
TXS06,2017-10-01,30.4511,-98.7123,0.2668204
TXS06,2017-10-04,30.4511,-98.7123,0.2936222
TXS06,2017-10-06,30.4511,-98.7123,0.226649
TXS06,2017-10-09,30.4511,-98.7123,0.1793646
TXS06,2017-10-12,30.4511,-98.7123,0.1489149
TXS06,2017-10-14,30.4511,-98.7123,0.1385234
TXS06,2017-10-17,30.4511,-98.7123,0.1378445
TXS06,2017-10-20,30.4511,-98.7123,0.1143248
TXS06,2017-10-22,30.4511,-98.7123,0.2170365
TXS06,2017-10-25,30.4511,-98.7123,0.1588698
TXS06,2017-10-28,30.4511,-98.7123,0.1241408
TXS06,2017-10-30,30.4511,-98.7123,0.124258
TXS06,2017-11-02,30.4511,-98.7123,0.1087466
TXS06,2017-11-05,30.4511,-98.7123,0.1146552
TXS06,2017-11-07,30.4511,-98.7123,0.1189407
TXS06,2017-11-10,30.4511,-98.7123,0.1949746
TXS06,2017-11-13,30.4511,-98.7123,0.1994348
TXS06,2017-11-15,30.4511,-98.7123,0.1862167
TXS06,2017-11-18,30.4511,-98.7123,0.1598748
TXS06,2017-11-21,30.4511,-98.7123,0.126369
TXS06,2017-11-23,30.4511,-98.7123,0.1412065
TXS06,2017-11-26,30.4511,-98.7123,0.1259579
TXS06,2017-11-29,30.4511,-98.7123,0.1183252
TXS06,2017-12-01,30.4511,-98.7123,0.117454
TXS06,2017-12-04,30.4511,-98.7123,0.1180749
TXS06,2017-12-07,30.4511,-98.7123,0.2948382
TXS06,2017-12-09,30.4511,-98.7123,0.2415608
TXS06,2017-12-12,30.4511,-98.7123,0.2399816
TXS06,2017-12-15,30.4511,-98.7123,0.2109655
TXS06,2017-12-17,30.4511,-98.7123,0.2131997
TXS06,2017-12-20,30.4511,-98.7123,0.2405113
TXS06,2017-12-23,30.4511,-98.7123,0.2411275
TXS06,2017-12-25,30.4511,-98.7123,0.2113262
TXS06,2017-12-28,30.4511,-98.7123,0.2040853
TXS06,2017-12-31,30.4511,-98.7123,0.2053698
TXS06,2018-01-02,30.4511,-98.7123,0.192076
TXS06,2018-01-05,30.4511,-98.7123,0.1908162
TXS06,2018-01-08,30.4511,-98.7123,0.1855003
TXS06,2018-01-10,30.4511,-98.7123,0.1902842
TXS06,2018-01-13,30.4511,-98.7123,0.165455
TXS06,2018-01-18,30.4511,-98.7123,0.1585435
TXS06,2018-01-24,30.4511,-98.7123,0.1599123
TXS06,2018-01-26,30.4511,-98.7123,0.1238627
TXS06,2018-01-29,30.4511,-98.7123,0.1774832
TXS06,2018-02-01,30.4511,-98.7123,0.1444659
TXS06,2018-02-03,30.4511,-98.7123,0.1299981
TXS06,2018-02-06,30.4511,-98.7123,0.1114631
TXS06,2018-02-09,30.4511,-98.7123,0.1742703
TXS06,2018-02-11,30.4511,-98.7123,0.1433201
TXS06,2018-02-14,30.4511,-98.7123,0.1191751
TXS06,2018-02-17,30.4511,-98.7123,0.1373544
TXS06,2018-02-19,30.4511,-98.7123,0.1341019
TXS06,2018-02-22,30.4511,-98.7123,0.3052718
TXS06,2018-02-25,30.4511,-98.7123,0.2413246
TXS06,2018-02-27,30.4511,-98.7123,0.2205833
TXS06,2018-03-02,30.4511,-98.7123,0.2760493
TXS06,2018-03-05,30.4511,-98.7123,0.2166625
TXS06,2018-03-07,30.4511,-98.7123,0.2307433
TXS06,2018-03-10,30.4511,-98.7123,0.1654093
TXS06,2018-03-13,30.4511,-98.7123,0.1409957
TXS06,2018-03-15,30.4511,-98.7123,0.1318217
TXS06,2018-03-18,30.4511,-98.7123,0.1249883
TXS06,2018-03-21,30.4511,-98.7123,0.118372
TXS06,2018-03-23,30.4511,-98.7123,0.1066515
TXS06,2018-03-26,30.4511,-98.7123,0.1184666
TXS06,2018-03-29,30.4511,-98.7123,0.2846012
TXS06,2018-03-31,30.4511,-98.7123,0.2016118
TXS06,2018-04-03,30.4511,-98.7123,0.1734815
TXS06,2018-04-06,30.4511,-98.7123,0.1270639
TXS06,2018-04-08,30.4511,-98.7123,0.1309556
TXS06,2018-04-11,30.4511,-98.7123,0.114593
TXS06,2018-04-14,30.4511,-98.7123,0.1748162
TXS06,2018-04-16,30.4511,-98.7123,0.1225282
TXS06,2018-04-19,30.4511,-98.7123,0.1144292
TXS06,2018-04-22,30.4511,-98.7123,0.1539685
TXS06,2018-04-24,30.4511,-98.7123,0.1167216
TXS06,2018-04-27,30.4511,-98.7123,0.1990421
TXS06,2018-04-30,30.4511,-98.7123,0.1264598
TXS06,2018-05-02,30.4511,-98.7123,0.1137054
TXS06,2018-05-08,30.4511,-98.7123,0.2196095
TXS06,2018-05-10,30.4511,-98.7123,0.1527355
TXS06,2018-05-13,30.4511,-98.7123,0.1198631
TXS06,2018-05-16,30.4511,-98.7123,0.2749468
TXS06,2018-05-18,30.4511,-98.7123,0.1844347
TXS06,2018-05-21,30.4511,-98.7123,0.2329573
TXS06,2018-05-24,30.4511,-98.7123,0.1562469
TXS06,2018-05-26,30.4511,-98.7123,0.1339888
TXS06,2018-06-01,30.4511,-98.7123,0.0948491
TXS06,2018-06-03,30.4511,-98.7123,0.1122957
TXS06,2018-06-06,30.4511,-98.7123,0.1638793
TXS06,2018-06-09,30.4511,-98.7123,0.1205789
TXS06,2018-06-11,30.4511,-98.7123,0.1188421
TXS06,2018-06-14,30.4511,-98.7123,0.1169397
TXS06,2018-06-17,30.4511,-98.7123,0.1016233
TXS06,2018-06-19,30.4511,-98.7123,0.1289982
TXS06,2018-06-22,30.4511,-98.7123,0.1267499
TXS06,2018-06-25,30.4511,-98.7123,0.0942291
TXS06,2018-06-28,30.4511,-98.7123,0.1004606
TXS06,2018-06-30,30.4511,-98.7123,0.0965882
TXS06,2018-07-03,30.4511,-98.7123,0.0963412
TXS06,2018-07-05,30.4511,-98.7123,0.2447737
TXS06,2018-07-06,30.4511,-98.7123,0.1856241
TXS06,2018-07-08,30.4511,-98.7123,0.2219722
TXS06,2018-07-11,30.4511,-98.7123,0.1576297
TXS06,2018-07-13,30.4511,-98.7123,0.1231908
TXS06,2018-07-14,30.4511,-98.7123,0.1091367
TXS06,2018-07-16,30.4511,-98.7123,0.1006668
TXS06,2018-07-19,30.4511,-98.7123,0.0999466
