Station_ID,Latitude,Longitude,Date,DAYMET_Region,DAYMET_004_Line_Y_1000,DAYMET_004_Sample_X_1000,Precipitation,T_Max,T_Min,SMAP_Moisture
TXS01,30.42047,-98.80332,2015-10-30,na,6272.0,4673.0,34.3400002,24.5200005,13.5299997,0.3101020333333333
TXS01,30.42047,-98.80332,2015-10-31,na,6272.0,4673.0,0.0,22.4699993,14.4499998,0.3341453
TXS01,30.42047,-98.80332,2015-11-01,na,6272.0,4673.0,0.0,23.3700008,11.1000004,0.2901138
TXS01,30.42047,-98.80332,2015-11-02,na,6272.0,4673.0,0.0,27.2700005,7.0300002,0.2460823
TXS01,30.42047,-98.80332,2015-11-03,na,6272.0,4673.0,0.0,25.3600006,9.9399996,0.25301476666666667
TXS01,30.42047,-98.80332,2015-11-04,na,6272.0,4673.0,4.2199998,23.5100002,13.8100004,0.25994723333333336
TXS01,30.42047,-98.80332,2015-11-05,na,6272.0,4673.0,5.2199998,25.3799992,19.0400009,0.2668797
TXS01,30.42047,-98.80332,2015-11-06,na,6272.0,4673.0,29.2700005,18.1200008,14.3800001,0.2777629
TXS01,30.42047,-98.80332,2015-11-07,na,6272.0,4673.0,4.5999999,16.9099998,10.7600002,0.2886461
TXS01,30.42047,-98.80332,2015-11-08,na,6272.0,4673.0,0.0,19.4200001,7.8800001,0.2995293
TXS01,30.42047,-98.80332,2015-11-09,na,6272.0,4673.0,0.0,21.6499996,8.9899998,0.2844578
TXS01,30.42047,-98.80332,2015-11-10,na,6272.0,4673.0,0.0,23.1700001,11.7799997,0.2693863
TXS01,30.42047,-98.80332,2015-11-11,na,6272.0,4673.0,0.0,27.5100002,14.9499998,0.2684009
TXS01,30.42047,-98.80332,2015-11-12,na,6272.0,4673.0,0.0,19.6499996,9.3900003,0.26741550000000003
TXS01,30.42047,-98.80332,2015-11-13,na,6272.0,4673.0,0.0,17.75,11.1599998,0.2664301
TXS01,30.42047,-98.80332,2015-11-14,na,6272.0,4673.0,4.6799998,15.7299995,10.8599997,0.25574043333333335
TXS01,30.42047,-98.80332,2015-11-15,na,6272.0,4673.0,2.21,17.8999996,10.2299995,0.24505076666666667
TXS01,30.42047,-98.80332,2015-11-16,na,6272.0,4673.0,7.7600002,21.8600006,14.3299999,0.2343611
TXS01,30.42047,-98.80332,2015-11-17,na,6272.0,4673.0,0.0,20.1399994,8.3800001,0.25809705
TXS01,30.42047,-98.80332,2015-11-18,na,6272.0,4673.0,0.0,22.0400009,2.6300001,0.281833
TXS01,30.42047,-98.80332,2015-11-19,na,6272.0,4673.0,0.0,23.5699997,5.0100002,0.26752106666666664
TXS01,30.42047,-98.80332,2015-11-20,na,6272.0,4673.0,0.0,23.0599995,7.0900002,0.25320913333333334
TXS01,30.42047,-98.80332,2015-11-21,na,6272.0,4673.0,0.0,15.46,3.6600001,0.2388972
