Unnamed: 0,SWC_5,SWC_10,SWC_20,T_5,T_10,T_20,Flag,Ppt
2022-06-09 11:00:00,0.189,0.198,0.224,26.77,26.16,26.31,0,0.0
2022-06-09 12:00:00,0.2,0.209,0.236,28.73,27.44,27.37,0,0.0
2022-06-09 13:00:00,0.2,0.209,0.235,29.82,27.84,27.37,0,0.0
2022-06-09 14:00:00,0.2,0.209,0.2345,30.82,28.32,27.41,0,0.0
2022-06-09 15:00:00,0.2,0.208,0.234,31.59,28.82,27.51,0,0.0
2022-06-09 16:00:00,0.199,0.208,0.233,32.04,29.28,27.65,0,0.0
2022-06-09 17:00:00,0.199,0.208,0.233,32.18,29.65,27.81,0,0.0
2022-06-09 18:00:00,0.198,0.208,0.233,32.02,29.88,27.98,0,0.0
2022-06-09 19:00:00,0.1975,0.207,0.233,31.64,29.98,28.15,0,0.0
2022-06-09 20:00:00,0.197,0.207,0.233,31.1,29.96,28.3,0,0.0
2022-06-09 21:00:00,0.196,0.207,0.233,30.51,29.83,28.41,0,0.0
2022-06-09 22:00:00,0.1955,0.206,0.232,29.98,29.66,28.48,0,0.0
2022-06-09 23:00:00,0.195,0.206,0.232,29.52,29.46,28.53,0,0.0
2022-06-10 00:00:00,0.194,0.206,0.233,29.1,29.24,28.53,0,0.0
2022-06-10 01:00:00,0.194,0.205,0.233,28.75,29.03,28.53,0,0.0
2022-06-10 02:00:00,0.194,0.205,0.232,28.45,28.82,28.48,0,0.0
2022-06-10 03:00:00,0.193,0.204,0.232,28.16,28.64,28.44,0,0.0
2022-06-10 04:00:00,0.193,0.204,0.232,27.88,28.45,28.37,0,0.0
2022-06-10 05:00:00,0.193,0.204,0.232,27.64,28.27,28.3,0,0.0
2022-06-10 06:00:00,0.192,0.203,0.232,27.41,28.1,28.21,0,0.0
2022-06-10 07:00:00,0.192,0.203,0.232,27.22,27.93,28.14,0,0.0
2022-06-10 08:00:00,0.192,0.203,0.231,27.1,27.78,28.06,0,0.0
2022-06-10 09:00:00,0.192,0.203,0.231,27.05,27.68,27.98,0,0.0
2022-06-10 10:00:00,0.192,0.202,0.231,27.36,27.6,27.9,0,0.0
2022-06-10 11:00:00,0.192,0.2015,0.23,28.14,27.64,27.82,0,0.0
2022-06-10 12:00:00,0.192,0.201,0.22925,29.24,27.89,27.77,0,0.0
2022-06-10 13:00:00,0.192,0.201,0.2285,30.38,28.28,27.77,0,0.0
2022-06-10 14:00:00,0.192,0.201,0.22775,31.45,28.78,27.81,0,0.0
2022-06-10 15:00:00,0.192,0.2,0.227,32.29,29.31,27.9,0,0.0
2022-06-10 16:00:00,0.192,0.2,0.226,32.85,29.81,28.04,0,0.0
2022-06-10 17:00:00,0.192,0.2,0.226,33.04,30.22,28.21,0,0.0
2022-06-10 18:00:00,0.191,0.2,0.225,32.92,30.49,28.39,0,0.0
2022-06-10 19:00:00,0.1905,0.2,0.225,32.54,30.62,28.59,0,0.0
2022-06-10 20:00:00,0.19,0.2,0.225,31.98,30.62,28.74,0,0.0
2022-06-10 21:00:00,0.189,0.199,0.225,31.36,30.51,28.87,0,0.0
2022-06-10 22:00:00,0.1885,0.199,0.226,30.76,30.33,28.95,0,0.0
2022-06-10 23:00:00,0.188,0.199,0.226,30.24,30.1,29.01,0,0.0
2022-06-11 00:00:00,0.187,0.198,0.225,29.8,29.87,29.01,0,0.0
