Unnamed: 0,SWC_5,SWC_10,SWC_20,SWC_50,T_5,T_10,T_20,T_50,Flag,Ppt
2021-10-07 22:00:00,0.456,0.136,0.214,0.174,25.39,25.5,25.64,25.5,2147483648,0.0
2021-10-07 23:00:00,0.456,0.135,0.214,0.174,25.14,25.28,25.51,25.54,2147483648,0.0
2021-10-08 00:00:00,0.456,0.135,0.214,0.174,24.88,25.06,25.38,25.56,2147483648,0.0
2021-10-08 01:00:00,0.456,0.135,0.214,0.174,24.66,24.85,25.23,25.58,2147483648,0.0
2021-10-08 02:00:00,0.456,0.135,0.213,0.174,24.42,24.64,25.07,25.6,2147483648,0.0
2021-10-08 03:00:00,0.456,0.135,0.213,0.174,24.2,24.42,24.9,25.62,2147483648,0.0
2021-10-08 04:00:00,0.456,0.134,0.213,0.174,23.98,24.22,24.74,25.62,2147483648,0.0
2021-10-08 05:00:00,0.456,0.134,0.212,0.174,23.77,24.02,24.57,25.63,2147483648,0.0
2021-10-08 06:00:00,0.456,0.134,0.212,0.174,23.56,23.83,24.42,25.6,2684354560,0.0
2021-10-08 07:00:00,0.456,0.134,0.212,0.174,23.37,23.63,24.26,25.6,2684354560,0.0
2021-10-08 08:00:00,0.456,0.134,0.212,0.174,23.18,23.45,24.09,25.57,2684354560,0.0
2021-10-08 09:00:00,0.456,0.133,0.212,0.174,23.08,23.33,23.94,25.55,2684354560,0.0
2021-10-08 10:00:00,0.456,0.133,0.211,0.174,23.18,23.36,23.86,25.5,536870912,0.0
2021-10-08 11:00:00,0.4557704918032787,0.133,0.211,0.174,23.45,23.56,23.87,25.48,2147483648,0.0
2021-10-08 12:00:00,0.45554098360655737,0.132,0.21,0.174,23.87,23.91,23.99,25.44,2147483648,0.0
2021-10-08 13:00:00,0.4553114754098361,0.13133333333333333,0.20925,0.174,24.38,24.34,24.21,25.39,2147614720,0.0
2021-10-08 14:00:00,0.4550819672131148,0.13066666666666668,0.2085,0.174,24.93,24.83,24.5,25.35,2147614720,0.0
2021-10-08 15:00:00,0.4548524590163935,0.13,0.20775,0.174,25.45,25.31,24.85,25.33,2147614720,0.0
2021-10-08 16:00:00,0.45462295081967213,0.129,0.207,0.174,25.82,25.69,25.16,25.3,2684485632,0.0
2021-10-08 17:00:00,0.45439344262295084,0.129,0.206,0.174,26.01,25.94,25.43,25.3,2684485632,0.0
2021-10-08 18:00:00,0.45416393442622954,0.128,0.206,0.174,26.05,26.01,25.62,25.29,2684485632,0.0
2021-10-08 19:00:00,0.4539344262295082,0.128,0.206,0.174,25.97,25.97,25.72,25.32,2684354560,0.0
