Unnamed: 0,SWC_5,SWC_10,SWC_20,SWC_50,T_5,T_10,T_20,T_50,Flag,Ppt
2023-11-04 21:00:00,0.225,0.321,,,18.84,18.87,18.55,18.48,2156396544,0.0
2023-11-04 22:00:00,0.225,0.32,,,18.46,18.6,18.52,18.53,2156396544,0.0
2023-11-04 23:00:00,0.225,0.31925000000000003,,,18.15,18.36,18.45,18.58,2156396544,0.0
2023-11-05 00:00:00,0.225,0.3185,,,17.87,18.13,18.37,18.64,2156396544,0.0
2023-11-05 01:00:00,0.225,0.31775,,,17.59,17.93,18.28,18.69,2156396544,0.0
2023-11-05 02:00:00,0.225,0.317,,,17.35,17.73,18.17,18.73,2156396544,0.0
2023-11-05 03:00:00,0.225,0.316,,,17.13,17.54,18.07,18.78,2156396544,0.0
2023-11-05 04:00:00,0.225,0.316,,,16.94,17.36,17.95,18.81,2156396544,0.0
2023-11-05 05:00:00,0.225,0.315,,,16.78,17.21,17.84,18.86,2156396544,0.0
2023-11-05 06:00:00,0.225,0.315,,,16.62,17.06,17.74,18.9,2156396544,0.0
2023-11-05 07:00:00,0.225,0.314,,,16.48,16.92,17.64,18.93,2156396544,0.0
2023-11-05 08:00:00,0.225,0.314,,,16.36,16.8,17.54,18.94,2156396544,0.0
2023-11-05 09:00:00,0.225,0.314,,,16.4,16.72,17.44,18.97,545783808,0.0
2023-11-05 10:00:00,0.225,0.314,,,16.73,16.79,17.37,18.98,2156396544,0.0
2023-11-05 11:00:00,0.225,0.315,,,17.25,17.03,17.35,18.98,545783808,0.0
2023-11-05 12:00:00,0.225,0.3155,,,17.95,17.39,17.43,18.99,545783808,0.0
2023-11-05 13:00:00,0.225,0.316,,,18.84,17.92,17.57,18.99,2156396544,0.0
2023-11-05 14:00:00,0.225,0.318,,,19.8,18.58,17.8,18.99,545783808,0.0
2023-11-05 15:00:00,0.225,0.318,,,20.47,19.19,18.12,18.99,2156396544,0.0
2023-11-05 16:00:00,0.225,0.318,,,20.88,19.67,18.45,18.99,545783808,0.0
2023-11-05 17:00:00,0.225,0.318,,,20.93,19.96,18.77,19.0,2156396544,0.0
2023-11-05 18:00:00,0.225,0.318,,,20.75,20.06,19.02,19.01,545783808,0.0
2023-11-05 19:00:00,0.225,0.317,,,20.42,20.01,19.19,19.03,545783808,0.0
2023-11-05 20:00:00,0.341,0.3165,,,20.06,19.86,19.29,19.05,2156396544,0.0
2023-11-05 21:00:00,0.457,0.316,,,19.76,19.67,19.33,19.09,8912896,0.0
2023-11-05 22:00:00,0.457,0.315,,,19.46,19.49,19.32,19.13,2156396544,0.0
2023-11-05 23:00:00,0.457,0.3145,,,19.2,19.3,19.28,19.18,8912896,0.0
2023-11-06 00:00:00,0.442,0.314,,,18.98,19.13,19.22,19.22,8912896,0.0
2023-11-06 01:00:00,0.225,0.313,,,18.76,18.97,19.15,19.27,545783808,0.0
2023-11-06 02:00:00,0.449,0.3125,,,18.56,18.8,19.08,19.31,545783808,0.0
2023-11-06 03:00:00,0.4431052631578947,0.312,,,18.39,18.65,19.0,19.36,2693267456,0.0
2023-11-06 04:00:00,0.4372105263157895,0.312,,,18.26,18.52,18.91,19.4,2156396544,0.0
2023-11-06 05:00:00,0.4313157894736842,0.311,,,18.25,18.43,18.84,19.44,2156396544,0.0
2023-11-06 06:00:00,0.425421052631579,0.311,,,18.31,18.39,18.77,19.47,2156396544,0.0
2023-11-06 07:00:00,0.4195263157894737,0.311,,,18.36,18.39,18.7,19.49,2156396544,0.0
2023-11-06 08:00:00,0.41363157894736846,0.311,,,18.24,18.33,18.65,19.52,2156396544,0.0
2023-11-06 09:00:00,0.4077368421052632,0.31,,,18.14,18.23,18.59,19.54,2156396544,0.0
2023-11-06 10:00:00,0.4018421052631579,0.31,,,18.67,18.36,18.56,19.56,2693267456,0.0
2023-11-06 11:00:00,0.39594736842105266,0.311,,,18.76,18.46,18.55,19.57,2693267456,0.0
2023-11-06 12:00:00,0.3900526315789474,0.311,,,19.45,18.75,18.6,19.58,2693267456,0.0
2023-11-06 13:00:00,0.38415789473684214,0.312,,,20.74,19.38,18.73,19.59,2693267456,0.0
2023-11-06 14:00:00,0.37826315789473686,0.312,,,21.61,20.06,18.94,19.6,2693267456,0.0
2023-11-07 04:00:00,0.2957368421052632,0.306,,,20.04,19.93,19.98,20.04,2693267456,0.0
2023-11-07 05:00:00,0.2898421052631579,0.306,,,19.82,19.74,19.88,20.08,2693267456,0.0
2023-11-07 06:00:00,0.2839473684210526,0.305,,,19.65,19.58,19.77,20.12,2693267456,0.0
2023-11-07 07:00:00,0.2780526315789474,0.305,,,19.52,19.45,19.68,20.14,2693267456,0.0
2023-11-07 08:00:00,0.2721578947368421,0.305,,,19.43,19.34,19.59,20.17,2693267456,0.0
2023-11-07 09:00:00,0.26626315789473687,0.304,,,19.4,19.25,19.49,20.18,2693267456,0.0
2023-11-07 10:00:00,0.2603684210526316,0.304,,,19.66,19.27,19.42,20.2,2693267456,0.0
2023-11-07 11:00:00,0.2544736842105263,0.305,,,20.18,19.49,19.4,20.22,2693267456,0.0
2023-11-07 12:00:00,0.24857894736842107,0.305,,,20.91,19.85,19.45,20.21,2693267456,0.0
2023-11-07 13:00:00,0.24268421052631578,0.306,,,21.96,20.42,19.6,20.22,2693267456,0.0
2023-11-07 14:00:00,0.23678947368421052,0.306,,,23.0,21.14,19.86,20.23,2693267456,0.0
2023-11-07 15:00:00,0.23089473684210526,0.306,,,23.79,21.82,20.19,20.22,2693267456,0.0
2023-11-07 16:00:00,0.225,0.306,,,24.32,22.37,20.55,20.24,545783808,0.0
2023-11-07 17:00:00,0.225,0.305,,,24.37,22.72,20.9,20.24,2156396544,0.0
2023-11-07 18:00:00,0.225,0.30433333333333334,,,24.01,22.79,21.17,20.26,2156396544,0.0
2023-11-07 19:00:00,0.225,0.30366666666666664,,,23.54,22.68,21.36,20.28,2156396544,0.0
2023-11-07 20:00:00,0.225,0.303,,,23.11,22.47,21.46,20.32,2156396544,0.0
2023-11-07 21:00:00,0.225,0.302,,,22.74,22.24,21.48,20.35,2156396544,0.0
2023-11-07 22:00:00,0.225,0.30133333333333334,,,22.42,22.02,21.47,20.4,545783808,0.0
2023-11-07 23:00:00,0.225,0.30066666666666664,,,22.14,21.82,21.42,20.45,2156396544,0.0
2023-11-08 00:00:00,0.225,0.3,,,21.88,21.63,21.35,20.51,2156396544,0.0
2023-11-08 01:00:00,0.225,0.299,,,21.66,21.45,21.28,20.56,545783808,0.0
2023-11-08 02:00:00,0.2258888888888889,0.299,,,21.44,21.28,21.17,20.62,2156396544,0.0
2023-11-08 03:00:00,0.22677777777777777,0.298,,,21.25,21.12,21.09,20.66,2156396544,0.0
2023-11-08 04:00:00,0.22766666666666668,0.298,,,21.09,20.97,21.01,20.7,2156396544,0.0
2023-11-08 05:00:00,0.22855555555555557,0.297,,,20.94,20.83,20.92,20.74,2156396544,0.0
2023-11-08 06:00:00,0.22944444444444445,0.297,,,20.84,20.72,20.83,20.78,2156396544,0.0
2023-11-08 07:00:00,0.23033333333333333,0.297,,,20.76,20.63,20.74,20.8,2156396544,0.0
2023-11-08 08:00:00,0.23122222222222225,0.296,,,20.72,20.56,20.69,20.84,2156396544,0.0
2023-11-08 09:00:00,0.23211111111111113,0.296,,,20.79,20.54,20.62,20.86,2156396544,0.0
2023-11-08 10:00:00,0.233,0.296,,,20.97,20.58,20.58,20.88,545783808,0.0
2023-11-08 11:00:00,0.23211111111111113,0.297,,,21.31,20.72,20.58,20.89,2693267456,0.0
2023-11-08 12:00:00,0.23122222222222225,0.297,,,21.93,20.99,20.61,20.9,2693267456,0.0
2023-11-08 13:00:00,0.23033333333333333,0.297,,,22.9,21.49,20.72,20.92,2693267456,0.0
2023-11-08 14:00:00,0.22944444444444445,0.298,,,23.93,22.17,20.96,20.92,2156396544,0.0
2023-11-08 15:00:00,0.22855555555555557,0.298,,,24.71,22.82,21.26,20.93,2156396544,0.0
2023-11-08 16:00:00,0.22766666666666668,0.297,,,25.18,23.34,21.6,20.94,2156396544,0.0
2023-11-08 17:00:00,0.22677777777777777,0.2965,,,25.17,23.63,21.92,20.97,2156396544,0.0
2023-11-08 18:00:00,0.2258888888888889,0.296,,,24.85,23.68,22.18,20.98,2156396544,0.0
2023-11-08 19:00:00,0.225,0.295,,,24.47,23.58,22.33,21.01,545783808,0.0
2023-11-08 20:00:00,0.225,0.29433333333333334,,,24.13,23.42,22.42,21.04,2156396544,0.0
2023-11-08 21:00:00,0.225,0.29366666666666663,,,23.84,23.24,22.44,21.08,2156396544,0.0
2023-11-08 22:00:00,0.225,0.293,,,23.57,23.08,22.43,21.13,2156396544,0.0
2023-11-08 23:00:00,0.225,0.292,,,23.27,22.87,22.39,21.19,2156396544,0.0
2023-11-09 00:00:00,0.225,0.292,,,23.02,22.7,22.34,21.24,2156396544,0.0
2023-11-09 01:00:00,0.225,0.291,,,22.84,22.53,22.26,21.28,2156396544,0.0
2023-11-09 02:00:00,0.225,0.291,,,22.7,22.4,22.19,21.34,2156396544,0.0
2023-11-09 03:00:00,0.225,0.29,,,22.61,22.3,22.12,21.39,2156396544,0.0
