ID,Latitude,Longitude,Date,DAYMET_Region,DAYMET_004_Line_Y_1000,DAYMET_004_Sample_X_1000,DAYMET_004_prcp,DAYMET_004_tmax,DAYMET_004_tmin
TXS01,30.42047,-98.80332,2015-05-23,na,6272.0,4673.0,25.8899994,25.8700008,17.0900002
TXS01,30.42047,-98.80332,2015-05-24,na,6272.0,4673.0,0.0,26.7800007,15.5500002
TXS01,30.42047,-98.80332,2015-05-25,na,6272.0,4673.0,41.0699997,25.2000008,16.3799992
TXS01,30.42047,-98.80332,2015-05-26,na,6272.0,4673.0,2.8,30.3099995,15.9099998
TXS01,30.42047,-98.80332,2015-05-27,na,6272.0,4673.0,9.1599998,29.3199997,20.3999996
TXS01,30.42047,-98.80332,2015-05-28,na,6272.0,4673.0,40.7700005,29.8099995,19.4400005
TXS01,30.42047,-98.80332,2015-05-29,na,6272.0,4673.0,3.02,29.8400002,15.6400003
TXS01,30.42047,-98.80332,2015-05-30,na,6272.0,4673.0,0.0,27.5400009,16.9699993
TXS01,30.42047,-98.80332,2015-05-31,na,6272.0,4673.0,0.0,28.2199993,16.2600002
TXS01,30.42047,-98.80332,2015-06-01,na,6272.0,4673.0,0.0,30.1599998,14.7399998
TXS01,30.42047,-98.80332,2015-06-02,na,6272.0,4673.0,0.0,30.2099991,17.3799992
TXS01,30.42047,-98.80332,2015-06-03,na,6272.0,4673.0,0.0,30.3099995,18.5200005
TXS01,30.42047,-98.80332,2015-06-04,na,6272.0,4673.0,0.0,30.9300003,18.7600002
TXS01,30.42047,-98.80332,2015-06-05,na,6272.0,4673.0,0.0,30.6599998,19.3700008
TXS01,30.42047,-98.80332,2015-06-06,na,6272.0,4673.0,0.0,30.9599991,18.6499996
TXS01,30.42047,-98.80332,2015-06-07,na,6272.0,4673.0,0.0,31.6399994,17.3600006
TXS01,30.42047,-98.80332,2015-06-08,na,6272.0,4673.0,0.0,32.5600014,18.5300007
TXS01,30.42047,-98.80332,2015-06-09,na,6272.0,4673.0,0.0,33.2700005,18.6299992
TXS01,30.42047,-98.80332,2015-06-10,na,6272.0,4673.0,0.0,33.0299988,18.6499996
TXS01,30.42047,-98.80332,2015-06-11,na,6272.0,4673.0,0.0,32.4700012,20.7900009
TXS01,30.42047,-98.80332,2015-06-12,na,6272.0,4673.0,0.0,32.6599998,22.0200005
TXS01,30.42047,-98.80332,2015-06-13,na,6272.0,4673.0,0.0,32.7299995,22.5599995
TXS01,30.42047,-98.80332,2015-06-14,na,6272.0,4673.0,0.0,30.6499996,21.2900009
TXS01,30.42047,-98.80332,2015-06-15,na,6272.0,4673.0,16.2000008,31.1900005,21.3700008
TXS01,30.42047,-98.80332,2015-06-16,na,6272.0,4673.0,7.6100001,27.7800007,21.1900005
TXS01,30.42047,-98.80332,2015-06-17,na,6272.0,4673.0,22.6399994,31.5599995,21.0200005
TXS01,30.42047,-98.80332,2015-06-18,na,6272.0,4673.0,14.5100002,32.2000008,21.25
TXS01,30.42047,-98.80332,2015-06-19,na,6272.0,4673.0,0.0,27.8700008,20.6599998
TXS01,30.42047,-98.80332,2015-06-20,na,6272.0,4673.0,4.6100001,27.8400002,20.9799995
TXS01,30.42047,-98.80332,2015-06-21,na,6272.0,4673.0,12.4399996,28.7999992,21.0400009
TXS01,30.42047,-98.80332,2015-06-22,na,6272.0,4673.0,2.99,29.6399994,20.6000004
TXS01,30.42047,-98.80332,2015-06-23,na,6272.0,4673.0,0.0,30.8700008,21.4099998
TXS01,30.42047,-98.80332,2015-06-24,na,6272.0,4673.0,0.0,31.5100002,21.3899994
TXS01,30.42047,-98.80332,2015-06-25,na,6272.0,4673.0,0.0,31.9099998,21.3199997
TXS01,30.42047,-98.80332,2015-06-26,na,6272.0,4673.0,0.0,32.7799988,22.7099991
TXS01,30.42047,-98.80332,2015-06-27,na,6272.0,4673.0,3.6600001,30.5699997,21.6200008
TXS01,30.42047,-98.80332,2015-06-28,na,6272.0,4673.0,2.53,31.3099995,19.6000004
TXS01,30.42047,-98.80332,2015-06-29,na,6272.0,4673.0,0.0,31.8600006,21.3199997
TXS01,30.42047,-98.80332,2015-06-30,na,6272.0,4673.0,0.0,32.1699982,22.1200008
TXS01,30.42047,-98.80332,2015-07-01,na,6272.0,4673.0,0.0,31.1399994,20.1299992
TXS01,30.42047,-98.80332,2015-07-02,na,6272.0,4673.0,0.0,30.8099995,19.1800003
TXS01,30.42047,-98.80332,2015-07-03,na,6272.0,4673.0,0.0,31.3799992,21.4099998
TXS01,30.42047,-98.80332,2015-07-04,na,6272.0,4673.0,0.0,31.6399994,21.6599998
TXS01,30.42047,-98.80332,2015-07-05,na,6272.0,4673.0,0.0,31.2900009,21.9799995
TXS01,30.42047,-98.80332,2015-07-06,na,6272.0,4673.0,0.0,31.4300003,22.8600006
TXS01,30.42047,-98.80332,2015-07-07,na,6272.0,4673.0,0.0,30.1100006,23.3400002
TXS01,30.42047,-98.80332,2015-07-08,na,6272.0,4673.0,0.0,31.0300007,23.1599998
TXS01,30.42047,-98.80332,2015-07-09,na,6272.0,4673.0,0.0,32.1399994,22.1100006
TXS01,30.42047,-98.80332,2015-07-10,na,6272.0,4673.0,0.0,32.3499985,21.1299992
TXS01,30.42047,-98.80332,2015-07-11,na,6272.0,4673.0,0.0,33.2200012,20.4300003
TXS01,30.42047,-98.80332,2015-07-12,na,6272.0,4673.0,0.0,33.9399986,20.0900002
TXS01,30.42047,-98.80332,2015-07-13,na,6272.0,4673.0,0.0,34.8899994,21.7600002
TXS01,30.42047,-98.80332,2015-07-14,na,6272.0,4673.0,0.0,35.5,20.9799995
TXS01,30.42047,-98.80332,2015-07-15,na,6272.0,4673.0,0.0,34.4799995,20.5699997
TXS01,30.42047,-98.80332,2015-07-16,na,6272.0,4673.0,0.0,34.5,20.75
TXS01,30.42047,-98.80332,2015-07-17,na,6272.0,4673.0,0.0,34.1500015,21.8099995
TXS01,30.42047,-98.80332,2015-07-18,na,6272.0,4673.0,0.0,34.6599998,22.4500008
TXS01,30.42047,-98.80332,2015-07-19,na,6272.0,4673.0,0.0,34.9199982,22.1100006
TXS01,30.42047,-98.80332,2015-07-20,na,6272.0,4673.0,0.0,35.6699982,22.2900009
TXS01,30.42047,-98.80332,2015-07-21,na,6272.0,4673.0,0.0,35.5099983,22.5400009
TXS01,30.42047,-98.80332,2015-07-22,na,6272.0,4673.0,0.0,34.8300018,23.0100002
TXS01,30.42047,-98.80332,2015-07-23,na,6272.0,4673.0,0.0,35.25,22.0200005
TXS01,30.42047,-98.80332,2015-07-24,na,6272.0,4673.0,0.0,34.5999985,22.1900005
TXS01,30.42047,-98.80332,2015-07-25,na,6272.0,4673.0,0.0,35.7700005,20.8999996
TXS01,30.42047,-98.80332,2015-07-26,na,6272.0,4673.0,0.0,36.4199982,22.8099995
TXS01,30.42047,-98.80332,2015-07-27,na,6272.0,4673.0,0.0,35.8400002,22.4799995
TXS01,30.42047,-98.80332,2015-07-28,na,6272.0,4673.0,0.0,35.5200005,22.8199997
TXS01,30.42047,-98.80332,2015-07-29,na,6272.0,4673.0,0.0,36.7000008,21.2800007
TXS01,30.42047,-98.80332,2015-07-30,na,6272.0,4673.0,0.0,36.8600006,21.0
TXS01,30.42047,-98.80332,2015-07-31,na,6272.0,4673.0,20.2999992,36.6899986,21.7299995
TXS01,30.42047,-98.80332,2015-08-01,na,6272.0,4673.0,0.0,34.5200005,21.3700008
TXS01,30.42047,-98.80332,2015-08-02,na,6272.0,4673.0,0.0,35.4900017,21.4300003
TXS01,30.42047,-98.80332,2015-08-03,na,6272.0,4673.0,0.0,35.3600006,20.3799992
TXS01,30.42047,-98.80332,2015-08-04,na,6272.0,4673.0,0.0,35.6800003,22.2299995
TXS01,30.42047,-98.80332,2015-08-05,na,6272.0,4673.0,0.0,36.4099998,23.4599991
TXS01,30.42047,-98.80332,2015-08-06,na,6272.0,4673.0,0.0,36.6899986,22.8600006
TXS01,30.42047,-98.80332,2015-08-07,na,6272.0,4673.0,0.0,37.0,22.1499996
TXS01,30.42047,-98.80332,2015-08-08,na,6272.0,4673.0,0.0,36.6800003,22.6599998
TXS01,30.42047,-98.80332,2015-08-09,na,6272.0,4673.0,0.0,38.1800003,21.0400009
TXS01,30.42047,-98.80332,2015-08-10,na,6272.0,4673.0,0.0,38.7900009,21.3600006
TXS01,30.42047,-98.80332,2015-08-11,na,6272.0,4673.0,0.0,39.0299988,20.0400009
TXS01,30.42047,-98.80332,2015-08-12,na,6272.0,4673.0,0.0,38.2700005,22.1900005
TXS01,30.42047,-98.80332,2015-08-13,na,6272.0,4673.0,0.0,37.8199997,22.4899998
TXS01,30.42047,-98.80332,2015-08-14,na,6272.0,4673.0,0.0,36.7200012,22.4699993
TXS01,30.42047,-98.80332,2015-08-15,na,6272.0,4673.0,0.0,34.5999985,22.2399998
TXS01,30.42047,-98.80332,2015-08-16,na,6272.0,4673.0,0.0,35.1300011,18.6299992
TXS01,30.42047,-98.80332,2015-08-17,na,6272.0,4673.0,0.0,34.8300018,20.3799992
TXS01,30.42047,-98.80332,2015-08-18,na,6272.0,4673.0,0.0,35.0600014,21.4799995
TXS01,30.42047,-98.80332,2015-08-19,na,6272.0,4673.0,0.0,34.7799988,21.9300003
TXS01,30.42047,-98.80332,2015-08-20,na,6272.0,4673.0,0.0,29.7399998,21.6499996
TXS01,30.42047,-98.80332,2015-08-21,na,6272.0,4673.0,0.0,33.5900002,20.7000008
TXS01,30.42047,-98.80332,2015-08-22,na,6272.0,4673.0,0.0,35.4300003,22.4599991
TXS01,30.42047,-98.80332,2015-08-23,na,6272.0,4673.0,0.0,36.1300011,22.75
TXS01,30.42047,-98.80332,2015-08-24,na,6272.0,4673.0,0.0,36.5900002,21.1399994
TXS01,30.42047,-98.80332,2015-08-25,na,6272.0,4673.0,0.0,36.9900017,21.3899994
TXS01,30.42047,-98.80332,2015-08-26,na,6272.0,4673.0,0.0,35.6399994,19.1000004
TXS01,30.42047,-98.80332,2015-08-27,na,6272.0,4673.0,0.0,35.5900002,20.5699997
TXS01,30.42047,-98.80332,2015-08-28,na,6272.0,4673.0,0.0,35.4000015,18.9599991
TXS01,30.42047,-98.80332,2015-08-29,na,6272.0,4673.0,0.0,34.2900009,19.2299995
TXS01,30.42047,-98.80332,2015-08-30,na,6272.0,4673.0,0.0,33.1199989,20.7000008
TXS01,30.42047,-98.80332,2015-08-31,na,6272.0,4673.0,0.0,33.8100014,19.8600006
TXS01,30.42047,-98.80332,2015-09-01,na,6272.0,4673.0,0.0,33.3800011,20.1000004
TXS01,30.42047,-98.80332,2015-09-02,na,6272.0,4673.0,0.0,33.4399986,19.7800007
TXS01,30.42047,-98.80332,2015-09-03,na,6272.0,4673.0,0.0,33.9500008,19.6299992
TXS01,30.42047,-98.80332,2015-09-04,na,6272.0,4673.0,0.0,34.8300018,21.3700008
TXS01,30.42047,-98.80332,2015-09-05,na,6272.0,4673.0,0.0,35.1100006,23.0499992
TXS01,30.42047,-98.80332,2015-09-06,na,6272.0,4673.0,0.0,35.5800018,21.8999996
TXS01,30.42047,-98.80332,2015-09-07,na,6272.0,4673.0,0.0,36.4900017,22.1599998
TXS01,30.42047,-98.80332,2015-09-08,na,6272.0,4673.0,0.0,35.3899994,21.9400005
TXS01,30.42047,-98.80332,2015-09-09,na,6272.0,4673.0,1.2,30.6499996,22.0699997
TXS01,30.42047,-98.80332,2015-09-10,na,6272.0,4673.0,0.0,33.4000015,20.8199997
TXS01,30.42047,-98.80332,2015-09-11,na,6272.0,4673.0,0.0,31.8700008,21.0499992
TXS01,30.42047,-98.80332,2015-09-12,na,6272.0,4673.0,0.0,30.8500004,18.2099991
TXS01,30.42047,-98.80332,2015-09-13,na,6272.0,4673.0,0.0,30.9400005,16.3899994
TXS01,30.42047,-98.80332,2015-09-14,na,6272.0,4673.0,0.0,31.2099991,16.1000004
TXS01,30.42047,-98.80332,2015-09-15,na,6272.0,4673.0,0.0,32.5400009,17.7199993
TXS01,30.42047,-98.80332,2015-09-16,na,6272.0,4673.0,0.85,31.5300007,19.8999996
TXS01,30.42047,-98.80332,2015-09-17,na,6272.0,4673.0,0.0,33.0299988,21.3299999
TXS01,30.42047,-98.80332,2015-09-18,na,6272.0,4673.0,0.0,33.8199997,21.6299992
TXS01,30.42047,-98.80332,2015-09-19,na,6272.0,4673.0,0.0,33.2400017,21.9300003
TXS01,30.42047,-98.80332,2015-09-20,na,6272.0,4673.0,0.0,33.2200012,17.0400009
TXS01,30.42047,-98.80332,2015-09-21,na,6272.0,4673.0,0.0,33.5400009,18.4099998
TXS01,30.42047,-98.80332,2015-09-22,na,6272.0,4673.0,0.0,33.4199982,17.5699997
TXS01,30.42047,-98.80332,2015-09-23,na,6272.0,4673.0,0.0,32.8699989,17.6000004
TXS01,30.42047,-98.80332,2015-09-24,na,6272.0,4673.0,0.0,31.7999992,16.6000004
TXS01,30.42047,-98.80332,2015-09-25,na,6272.0,4673.0,0.0,32.0299988,16.1499996
TXS01,30.42047,-98.80332,2015-09-26,na,6272.0,4673.0,0.0,32.6199989,14.7200003
TXS01,30.42047,-98.80332,2015-09-27,na,6272.0,4673.0,0.0,31.75,14.7700005
TXS01,30.42047,-98.80332,2015-09-28,na,6272.0,4673.0,0.0,30.75,15.3000002
TXS01,30.42047,-98.80332,2015-09-29,na,6272.0,4673.0,0.0,31.7700005,14.6599998
TXS01,30.42047,-98.80332,2015-09-30,na,6272.0,4673.0,0.0,32.9599991,16.0900002
TXS01,30.42047,-98.80332,2015-10-01,na,6272.0,4673.0,0.0,32.3600006,15.8100004
TXS01,30.42047,-98.80332,2015-10-02,na,6272.0,4673.0,0.0,30.5599995,15.2399998
TXS01,30.42047,-98.80332,2015-10-03,na,6272.0,4673.0,0.0,28.9699993,11.3900003
TXS01,30.42047,-98.80332,2015-10-04,na,6272.0,4673.0,0.0,28.5799999,11.8199997
TXS01,30.42047,-98.80332,2015-10-05,na,6272.0,4673.0,0.0,28.4599991,14.4200001
TXS01,30.42047,-98.80332,2015-10-06,na,6272.0,4673.0,0.0,30.7000008,12.1000004
TXS01,30.42047,-98.80332,2015-10-07,na,6272.0,4673.0,0.0,30.6100006,12.79
TXS01,30.42047,-98.80332,2015-10-08,na,6272.0,4673.0,1.04,29.4400005,16.8500004
TXS01,30.42047,-98.80332,2015-10-09,na,6272.0,4673.0,0.0,29.0599995,18.6499996
TXS01,30.42047,-98.80332,2015-10-10,na,6272.0,4673.0,0.0,30.4099998,17.3500004
TXS01,30.42047,-98.80332,2015-10-11,na,6272.0,4673.0,0.0,32.2799988,14.75
TXS01,30.42047,-98.80332,2015-10-12,na,6272.0,4673.0,0.0,36.0,19.0499992
TXS01,30.42047,-98.80332,2015-10-13,na,6272.0,4673.0,0.0,33.1100006,17.5200005
TXS01,30.42047,-98.80332,2015-10-14,na,6272.0,4673.0,0.0,33.9099998,9.5900002
TXS01,30.42047,-98.80332,2015-10-15,na,6272.0,4673.0,0.0,32.6199989,12.1300001
TXS01,30.42047,-98.80332,2015-10-16,na,6272.0,4673.0,0.0,30.1200008,11.4099998
TXS01,30.42047,-98.80332,2015-10-17,na,6272.0,4673.0,0.0,29.2600002,11.4200001
TXS01,30.42047,-98.80332,2015-10-18,na,6272.0,4673.0,0.0,27.9699993,10.5699997
TXS01,30.42047,-98.80332,2015-10-19,na,6272.0,4673.0,0.0,27.4099998,9.2600002
TXS01,30.42047,-98.80332,2015-10-20,na,6272.0,4673.0,0.0,27.5599995,11.3800001
TXS01,30.42047,-98.80332,2015-10-21,na,6272.0,4673.0,1.91,28.2900009,16.4799995
TXS01,30.42047,-98.80332,2015-10-22,na,6272.0,4673.0,1.86,24.9899998,19.9200001
TXS01,30.42047,-98.80332,2015-10-23,na,6272.0,4673.0,115.8000031,27.3199997,20.5200005
TXS01,30.42047,-98.80332,2015-10-24,na,6272.0,4673.0,29.2700005,19.8999996,15.8599997
TXS01,30.42047,-98.80332,2015-10-25,na,6272.0,4673.0,2.48,18.5699997,11.5699997
TXS01,30.42047,-98.80332,2015-10-26,na,6272.0,4673.0,0.0,24.0900002,9.8100004
TXS01,30.42047,-98.80332,2015-10-27,na,6272.0,4673.0,0.0,27.6599998,8.0699997
TXS01,30.42047,-98.80332,2015-10-28,na,6272.0,4673.0,0.0,24.3600006,10.3100004
TXS01,30.42047,-98.80332,2015-10-29,na,6272.0,4673.0,9.6000004,25.0699997,6.1999998
TXS01,30.42047,-98.80332,2015-10-30,na,6272.0,4673.0,34.3400002,24.5200005,13.5299997
TXS01,30.42047,-98.80332,2015-10-31,na,6272.0,4673.0,0.0,22.4699993,14.4499998
TXS01,30.42047,-98.80332,2015-11-01,na,6272.0,4673.0,0.0,23.3700008,11.1000004
TXS01,30.42047,-98.80332,2015-11-02,na,6272.0,4673.0,0.0,27.2700005,7.0300002
TXS01,30.42047,-98.80332,2015-11-03,na,6272.0,4673.0,0.0,25.3600006,9.9399996
TXS01,30.42047,-98.80332,2015-11-04,na,6272.0,4673.0,4.2199998,23.5100002,13.8100004
TXS01,30.42047,-98.80332,2015-11-05,na,6272.0,4673.0,5.2199998,25.3799992,19.0400009
TXS01,30.42047,-98.80332,2015-11-06,na,6272.0,4673.0,29.2700005,18.1200008,14.3800001
TXS01,30.42047,-98.80332,2015-11-07,na,6272.0,4673.0,4.5999999,16.9099998,10.7600002
TXS01,30.42047,-98.80332,2015-11-08,na,6272.0,4673.0,0.0,19.4200001,7.8800001
TXS01,30.42047,-98.80332,2015-11-09,na,6272.0,4673.0,0.0,21.6499996,8.9899998
TXS01,30.42047,-98.80332,2015-11-10,na,6272.0,4673.0,0.0,23.1700001,11.7799997
TXS01,30.42047,-98.80332,2015-11-11,na,6272.0,4673.0,0.0,27.5100002,14.9499998
TXS01,30.42047,-98.80332,2015-11-12,na,6272.0,4673.0,0.0,19.6499996,9.3900003
TXS01,30.42047,-98.80332,2015-11-13,na,6272.0,4673.0,0.0,17.75,11.1599998
TXS01,30.42047,-98.80332,2015-11-14,na,6272.0,4673.0,4.6799998,15.7299995,10.8599997
TXS01,30.42047,-98.80332,2015-11-15,na,6272.0,4673.0,2.21,17.8999996,10.2299995
TXS01,30.42047,-98.80332,2015-11-16,na,6272.0,4673.0,7.7600002,21.8600006,14.3299999
TXS01,30.42047,-98.80332,2015-11-17,na,6272.0,4673.0,0.0,20.1399994,8.3800001
TXS01,30.42047,-98.80332,2015-11-18,na,6272.0,4673.0,0.0,22.0400009,2.6300001
TXS01,30.42047,-98.80332,2015-11-19,na,6272.0,4673.0,0.0,23.5699997,5.0100002
TXS01,30.42047,-98.80332,2015-11-20,na,6272.0,4673.0,0.0,23.0599995,7.0900002
TXS01,30.42047,-98.80332,2015-11-21,na,6272.0,4673.0,0.0,15.46,3.6600001
TXS01,30.42047,-98.80332,2015-11-22,na,6272.0,4673.0,0.0,14.3199997,-3.4300001
TXS01,30.42047,-98.80332,2015-11-23,na,6272.0,4673.0,0.0,16.9099998,-3.3
TXS01,30.42047,-98.80332,2015-11-24,na,6272.0,4673.0,0.0,17.3500004,3.27
TXS01,30.42047,-98.80332,2015-11-25,na,6272.0,4673.0,0.0,22.5499992,12.5200005
TXS01,30.42047,-98.80332,2015-11-26,na,6272.0,4673.0,3.46,21.4300003,15.8299999
TXS01,30.42047,-98.80332,2015-11-27,na,6272.0,4673.0,32.0400009,19.3099995,10.8299999
TXS01,30.42047,-98.80332,2015-11-28,na,6272.0,4673.0,3.5799999,4.8400002,1.4400001
TXS01,30.42047,-98.80332,2015-11-29,na,6272.0,4673.0,1.95,7.3899999,2.29
TXS01,30.42047,-98.80332,2015-11-30,na,6272.0,4673.0,0.0,11.7399998,3.3599999
TXS01,30.42047,-98.80332,2015-12-01,na,6272.0,4673.0,0.0,14.1099997,4.4699998
TXS01,30.42047,-98.80332,2015-12-02,na,6272.0,4673.0,0.0,16.3400002,1.27
TXS01,30.42047,-98.80332,2015-12-03,na,6272.0,4673.0,0.0,16.5200005,-1.0700001
TXS01,30.42047,-98.80332,2015-12-04,na,6272.0,4673.0,0.0,16.0,-1.4400001
TXS01,30.42047,-98.80332,2015-12-05,na,6272.0,4673.0,0.0,16.7399998,-0.19
TXS01,30.42047,-98.80332,2015-12-06,na,6272.0,4673.0,0.0,17.8600006,2.3800001
TXS01,30.42047,-98.80332,2015-12-07,na,6272.0,4673.0,0.0,19.6499996,-0.29
TXS01,30.42047,-98.80332,2015-12-08,na,6272.0,4673.0,0.0,23.1599998,1.99
TXS01,30.42047,-98.80332,2015-12-09,na,6272.0,4673.0,0.0,23.2800007,4.4200001
TXS01,30.42047,-98.80332,2015-12-10,na,6272.0,4673.0,0.0,26.6299992,7.4899998
TXS01,30.42047,-98.80332,2015-12-11,na,6272.0,4673.0,0.0,25.1200008,5.23
TXS01,30.42047,-98.80332,2015-12-12,na,6272.0,4673.0,27.1800003,22.0599995,9.6599998
TXS01,30.42047,-98.80332,2015-12-13,na,6272.0,4673.0,0.0,18.1800003,7.73
TXS01,30.42047,-98.80332,2015-12-14,na,6272.0,4673.0,0.0,23.3099995,4.04
TXS01,30.42047,-98.80332,2015-12-15,na,6272.0,4673.0,0.0,20.8600006,7.9699998
TXS01,30.42047,-98.80332,2015-12-16,na,6272.0,4673.0,0.0,14.5600004,6.25
TXS01,30.42047,-98.80332,2015-12-17,na,6272.0,4673.0,0.0,16.8999996,-2.28
TXS01,30.42047,-98.80332,2015-12-18,na,6272.0,4673.0,0.0,14.8699999,-2.5899999
TXS01,30.42047,-98.80332,2015-12-19,na,6272.0,4673.0,0.0,16.6000004,-0.65
TXS01,30.42047,-98.80332,2015-12-20,na,6272.0,4673.0,0.0,17.6800003,6.4099998
TXS01,30.42047,-98.80332,2015-12-21,na,6272.0,4673.0,0.0,22.7999992,10.5299997
TXS01,30.42047,-98.80332,2015-12-22,na,6272.0,4673.0,0.0,24.7099991,3.3399999
TXS01,30.42047,-98.80332,2015-12-23,na,6272.0,4673.0,0.0,24.1800003,7.3000002
TXS01,30.42047,-98.80332,2015-12-24,na,6272.0,4673.0,0.0,23.3199997,5.9099998
TXS01,30.42047,-98.80332,2015-12-25,na,6272.0,4673.0,0.0,21.8899994,6.3000002
TXS01,30.42047,-98.80332,2015-12-26,na,6272.0,4673.0,6.7600002,24.1900005,11.9200001
